student_id,date,course,status
S0200,2024-08-27,数据结构,absent
S0200,2024-10-01,数据结构,absent
S0200,2024-08-09,数据结构,absent
S0200,2024-11-07,数据结构,absent
S0200,2024-08-20,数据结构,present
S0200,2024-08-12,数据结构,present
S0200,2024-12-07,数据结构,absent
S0200,2024-10-28,数据结构,present
S0200,2024-12-17,数据结构,present
S0200,2024-02-16,数据结构,absent
S0200,2024-11-28,离散数学,present
S0200,2024-07-16,离散数学,present
S0200,2024-04-15,离散数学,present
S0200,2024-07-13,离散数学,absent
S0200,2024-11-01,离散数学,present
S0200,2024-12-01,离散数学,present
S0200,2024-04-06,离散数学,present
S0200,2024-05-11,离散数学,present
S0200,2024-08-14,离散数学,present
S0200,2024-03-14,数据库原理,absent
S0200,2024-10-28,数据库原理,present
S0200,2024-09-23,数据库原理,absent
S0200,2024-09-07,数据库原理,absent
S0200,2024-07-28,数据库原理,absent
S0200,2024-11-15,数据库原理,present
S0200,2024-02-06,数据库原理,late
S0200,2024-04-17,数据库原理,absent
S0200,2024-11-01,算法设计与分析,absent
S0200,2024-12-20,算法设计与分析,absent
S0200,2024-09-03,算法设计与分析,present
S0200,2024-06-18,算法设计与分析,present
S0200,2024-02-05,算法设计与分析,present
S0200,2024-10-16,算法设计与分析,present
S0200,2024-01-11,算法设计与分析,present
S0200,2024-10-17,算法设计与分析,present
S0200,2024-12-10,算法设计与分析,absent
S0200,2024-11-27,算法设计与分析,present
S0200,2024-09-16,人工智能导论,late
S0200,2024-05-19,人工智能导论,present
S0200,2024-01-19,人工智能导论,present
S0200,2024-06-12,人工智能导论,present
S0200,2024-05-11,人工智能导论,present
S0200,2024-05-20,人工智能导论,absent
S0200,2024-11-20,人工智能导论,present
S0200,2024-12-17,人工智能导论,present
S0200,2024-06-15,强化学习,present
S0200,2024-03-11,强化学习,present
S0200,2024-06-24,强化学习,present
S0200,2024-02-25,强化学习,present
S0200,2024-04-22,强化学习,late
S0200,2024-12-19,强化学习,late
S0200,2024-09-11,强化学习,present
S0200,2024-03-19,强化学习,absent
S0200,2024-06-15,嵌入式系统,present
S0200,2024-08-08,嵌入式系统,present
S0200,2024-03-21,嵌入式系统,absent
S0200,2024-12-23,嵌入式系统,present
S0200,2024-03-03,嵌入式系统,present
S0200,2024-11-17,嵌入式系统,present
S0200,2024-05-21,嵌入式系统,absent
S0200,2024-09-15,嵌入式系统,present
S0200,2024-01-19,信息安全,present
S0200,2024-10-02,信息安全,present
S0200,2024-01-05,信息安全,absent
S0200,2024-07-09,信息安全,present
S0200,2024-04-26,信息安全,present
S0200,2024-05-01,信息安全,present
S0200,2024-02-06,信息安全,present
S0200,2024-07-06,信息安全,present
S0201,2024-07-24,程序设计基础,present
S0201,2024-12-14,程序设计基础,present
S0201,2024-12-03,程序设计基础,present
S0201,2024-06-25,程序设计基础,absent
S0201,2024-05-19,程序设计基础,present
S0201,2024-03-26,程序设计基础,present
S0201,2024-02-13,程序设计基础,present
S0201,2024-04-01,程序设计基础,present
S0201,2024-11-04,程序设计基础,absent
S0201,2024-10-15,程序设计基础,present
S0201,2024-11-01,程序设计基础,absent
S0201,2024-05-19,程序设计基础,absent
S0201,2024-02-22,计算机网络,absent
S0201,2024-11-07,计算机网络,present
S0201,2024-10-20,计算机网络,present
S0201,2024-05-02,计算机网络,present
S0201,2024-12-08,计算机网络,present
S0201,2024-08-12,计算机网络,present
S0201,2024-03-07,计算机网络,present
S0201,2024-10-01,计算机网络,present
S0201,2024-06-28,计算机网络,absent
S0201,2024-05-11,计算机网络,present
S0201,2024-07-16,数据结构,present
S0201,2024-02-02,数据结构,present
S0201,2024-03-19,数据结构,present
S0201,2024-12-12,数据结构,late
S0201,2024-12-14,数据结构,present
S0201,2024-09-08,数据结构,present
S0201,2024-04-14,数据结构,present
S0201,2024-12-18,数据结构,absent
S0201,2024-09-13,数据结构,absent
S0201,2024-06-24,数据结构,absent
S0201,2024-02-14,数据结构,present
S0201,2024-10-27,数据库原理,present
S0201,2024-12-19,数据库原理,present
S0201,2024-09-20,数据库原理,present
S0201,2024-09-17,数据库原理,absent
S0201,2024-09-04,数据库原理,present
S0201,2024-11-13,数据库原理,present
S0201,2024-04-20,数据库原理,present
S0201,2024-11-28,数据库原理,absent
S0201,2024-11-23,数据库原理,present
S0201,2024-09-15,数据库原理,present
S0201,2024-07-16,数据库原理,present
S0201,2024-12-22,数据库原理,present
S0201,2024-03-19,强化学习,absent
S0201,2024-06-06,强化学习,late
S0201,2024-03-13,强化学习,present
S0201,2024-10-16,强化学习,absent
S0201,2024-07-25,强化学习,absent
S0201,2024-07-27,强化学习,late
S0201,2024-07-18,强化学习,present
S0201,2024-06-19,强化学习,absent
S0201,2024-07-28,强化学习,present
S0201,2024-01-27,强化学习,present
S0201,2024-05-06,强化学习,late
S0201,2024-01-09,强化学习,present
S0201,2024-05-06,大数据技术,absent
S0201,2024-08-11,大数据技术,present
S0201,2024-05-25,大数据技术,absent
S0201,2024-04-15,大数据技术,late
S0201,2024-09-27,大数据技术,present
S0201,2024-03-12,大数据技术,present
S0201,2024-06-23,大数据技术,absent
S0201,2024-03-11,大数据技术,present
S0201,2024-06-15,机器学习,present
S0201,2024-06-14,机器学习,present
S0201,2024-04-15,机器学习,present
S0201,2024-12-28,机器学习,present
S0201,2024-04-03,机器学习,present
S0201,2024-10-21,机器学习,present
S0201,2024-05-03,机器学习,present
S0201,2024-07-18,机器学习,present
S0201,2024-10-25,机器学习,present
S0201,2024-05-17,机器学习,absent
S0201,2024-06-23,数据挖掘,present
S0201,2024-05-06,数据挖掘,present
S0201,2024-07-19,数据挖掘,absent
S0201,2024-09-16,数据挖掘,present
S0201,2024-09-28,数据挖掘,absent
S0201,2024-05-15,数据挖掘,present
S0201,2024-03-16,数据挖掘,present
S0201,2024-07-25,数据挖掘,present
S0201,2024-03-25,数据挖掘,present
S0201,2024-06-22,深度学习,absent
S0201,2024-06-23,深度学习,present
S0201,2024-10-26,深度学习,present
S0201,2024-07-09,深度学习,present
S0201,2024-11-05,深度学习,present
S0201,2024-06-02,深度学习,present
S0201,2024-01-11,深度学习,present
S0201,2024-06-11,深度学习,absent
S0201,2024-12-07,深度学习,present
S0201,2024-08-05,云计算,present
S0201,2024-04-15,云计算,present
S0201,2024-11-26,云计算,present
S0201,2024-07-06,云计算,absent
S0201,2024-06-13,云计算,absent
S0201,2024-02-11,云计算,present
S0201,2024-09-23,云计算,absent
S0201,2024-12-25,云计算,present
S0201,2024-07-24,云计算,present
S0201,2024-01-10,云计算,present
S0201,2024-11-08,云计算,present
S0201,2024-11-27,计算机组成原理,present
S0201,2024-11-06,计算机组成原理,absent
S0201,2024-07-01,计算机组成原理,present
S0201,2024-11-26,计算机组成原理,present
S0201,2024-02-20,计算机组成原理,late
S0201,2024-05-07,计算机组成原理,absent
S0201,2024-11-10,计算机组成原理,present
S0201,2024-10-16,计算机组成原理,present
S0201,2024-08-06,计算机组成原理,present
S0201,2024-09-04,计算机组成原理,present
S0201,2024-12-16,自动驾驶技术,present
S0201,2024-03-05,自动驾驶技术,present
S0201,2024-12-20,自动驾驶技术,absent
S0201,2024-06-02,自动驾驶技术,present
S0201,2024-03-27,自动驾驶技术,absent
S0201,2024-03-03,自动驾驶技术,present
S0201,2024-10-25,自动驾驶技术,present
S0201,2024-11-08,自动驾驶技术,present
S0201,2024-12-08,自动驾驶技术,present
S0201,2024-12-05,区块链技术,present
S0201,2024-08-12,区块链技术,present
S0201,2024-03-28,区块链技术,present
S0201,2024-06-11,区块链技术,present
S0201,2024-11-07,区块链技术,absent
S0201,2024-02-01,区块链技术,late
S0201,2024-08-25,区块链技术,present
S0201,2024-07-15,区块链技术,present
S0201,2024-01-20,区块链技术,absent
S0201,2024-10-19,区块链技术,present
S0201,2024-03-05,线性代数,absent
S0201,2024-06-03,线性代数,present
S0201,2024-09-23,线性代数,present
S0201,2024-07-03,线性代数,absent
S0201,2024-04-10,线性代数,present
S0201,2024-10-18,线性代数,present
S0201,2024-06-11,线性代数,present
S0201,2024-03-22,线性代数,present
S0201,2024-09-28,线性代数,present
S0201,2024-10-14,线性代数,present
S0202,2024-04-19,高等数学,present
S0202,2024-01-02,高等数学,present
S0202,2024-04-11,高等数学,present
S0202,2024-02-03,高等数学,present
S0202,2024-01-10,高等数学,late
S0202,2024-10-12,高等数学,present
S0202,2024-02-19,高等数学,present
S0202,2024-03-25,高等数学,late
S0202,2024-07-28,计算机视觉,present
S0202,2024-08-04,计算机视觉,present
S0202,2024-09-04,计算机视觉,present
S0202,2024-03-09,计算机视觉,absent
S0202,2024-11-20,计算机视觉,present
S0202,2024-05-17,计算机视觉,absent
S0202,2024-05-07,计算机视觉,present
S0202,2024-08-07,计算机视觉,present
S0202,2024-03-08,计算机视觉,present
S0202,2024-10-25,计算机视觉,absent
S0202,2024-04-26,数据结构,absent
S0202,2024-06-15,数据结构,present
S0202,2024-08-04,数据结构,present
S0202,2024-12-13,数据结构,present
S0202,2024-08-19,数据结构,present
S0202,2024-11-05,数据结构,present
S0202,2024-04-27,数据结构,present
S0202,2024-07-23,数据结构,present
S0202,2024-09-15,数据结构,present
S0202,2024-06-20,数据结构,late
S0202,2024-09-03,软件工程,present
S0202,2024-10-05,软件工程,present
S0202,2024-09-17,软件工程,present
S0202,2024-08-19,软件工程,present
S0202,2024-05-04,软件工程,present
S0202,2024-09-23,软件工程,present
S0202,2024-11-28,软件工程,present
S0202,2024-10-21,软件工程,present
S0202,2024-01-10,区块链技术,present
S0202,2024-03-13,区块链技术,absent
S0202,2024-03-02,区块链技术,present
S0202,2024-08-11,区块链技术,present
S0202,2024-05-08,区块链技术,present
S0202,2024-05-02,区块链技术,late
S0202,2024-04-13,区块链技术,present
S0202,2024-08-08,区块链技术,present
S0202,2024-12-12,区块链技术,present
S0202,2024-04-09,区块链技术,absent
S0202,2024-05-06,区块链技术,present
S0202,2024-11-08,区块链技术,absent
S0202,2024-09-13,信息安全,present
S0202,2024-08-27,信息安全,late
S0202,2024-01-13,信息安全,present
S0202,2024-04-10,信息安全,present
S0202,2024-05-20,信息安全,absent
S0202,2024-08-08,信息安全,present
S0202,2024-05-07,信息安全,present
S0202,2024-04-18,信息安全,present
S0202,2024-02-28,信息安全,late
S0202,2024-05-03,信息安全,present
S0202,2024-09-12,信息安全,absent
S0202,2024-07-25,信息安全,absent
S0202,2024-04-18,计算机组成原理,present
S0202,2024-09-17,计算机组成原理,present
S0202,2024-10-22,计算机组成原理,present
S0202,2024-04-02,计算机组成原理,present
S0202,2024-08-20,计算机组成原理,present
S0202,2024-12-25,计算机组成原理,present
S0202,2024-12-21,计算机组成原理,present
S0202,2024-01-05,计算机组成原理,present
S0202,2024-02-27,计算机组成原理,present
S0202,2024-07-16,操作系统,present
S0202,2024-08-06,操作系统,present
S0202,2024-11-17,操作系统,present
S0202,2024-05-18,操作系统,present
S0202,2024-04-10,操作系统,present
S0202,2024-09-14,操作系统,late
S0202,2024-08-17,操作系统,present
S0202,2024-11-14,操作系统,absent
S0202,2024-08-25,操作系统,present
S0203,2024-01-17,高等数学,present
S0203,2024-02-25,高等数学,present
S0203,2024-02-18,高等数学,present
S0203,2024-12-18,高等数学,present
S0203,2024-11-06,高等数学,present
S0203,2024-10-12,高等数学,present
S0203,2024-04-22,高等数学,present
S0203,2024-07-22,高等数学,absent
S0203,2024-03-18,高等数学,present
S0203,2024-11-19,离散数学,present
S0203,2024-06-28,离散数学,absent
S0203,2024-02-09,离散数学,absent
S0203,2024-08-18,离散数学,present
S0203,2024-06-21,离散数学,absent
S0203,2024-04-02,离散数学,present
S0203,2024-03-08,离散数学,present
S0203,2024-09-12,离散数学,present
S0203,2024-01-23,概率论与数理统计,present
S0203,2024-04-21,概率论与数理统计,present
S0203,2024-09-09,概率论与数理统计,present
S0203,2024-05-21,概率论与数理统计,present
S0203,2024-07-16,概率论与数理统计,present
S0203,2024-08-27,概率论与数理统计,present
S0203,2024-09-18,概率论与数理统计,present
S0203,2024-10-04,概率论与数理统计,present
S0203,2024-03-10,概率论与数理统计,absent
S0203,2024-02-06,概率论与数理统计,present
S0203,2024-08-27,概率论与数理统计,absent
S0203,2024-04-02,概率论与数理统计,present
S0203,2024-01-27,线性代数,present
S0203,2024-04-11,线性代数,present
S0203,2024-07-23,线性代数,present
S0203,2024-02-13,线性代数,present
S0203,2024-10-12,线性代数,absent
S0203,2024-03-27,线性代数,present
S0203,2024-02-19,线性代数,present
S0203,2024-09-27,线性代数,absent
S0203,2024-02-14,线性代数,present
S0203,2024-12-06,量子计算导论,absent
S0203,2024-12-19,量子计算导论,present
S0203,2024-09-26,量子计算导论,absent
S0203,2024-11-03,量子计算导论,present
S0203,2024-02-08,量子计算导论,present
S0203,2024-05-06,量子计算导论,present
S0203,2024-09-26,量子计算导论,absent
S0203,2024-06-07,量子计算导论,present
S0203,2024-08-27,量子计算导论,present
S0203,2024-09-09,量子计算导论,late
S0203,2024-05-10,深度学习,absent
S0203,2024-03-10,深度学习,present
S0203,2024-04-28,深度学习,absent
S0203,2024-02-07,深度学习,present
S0203,2024-10-25,深度学习,present
S0203,2024-02-06,深度学习,absent
S0203,2024-07-03,深度学习,absent
S0203,2024-04-04,深度学习,absent
S0203,2024-03-18,深度学习,present
S0203,2024-08-13,深度学习,absent
S0203,2024-09-14,深度学习,present
S0203,2024-06-05,深度学习,absent
S0203,2024-03-27,操作系统,present
S0203,2024-10-14,操作系统,absent
S0203,2024-02-02,操作系统,present
S0203,2024-04-05,操作系统,present
S0203,2024-12-09,操作系统,present
S0203,2024-04-27,操作系统,absent
S0203,2024-11-06,操作系统,late
S0203,2024-10-19,操作系统,present
S0203,2024-02-05,操作系统,present
S0203,2024-05-04,操作系统,present
S0203,2024-09-25,数据库原理,absent
S0203,2024-04-14,数据库原理,present
S0203,2024-07-17,数据库原理,present
S0203,2024-02-12,数据库原理,present
S0203,2024-06-25,数据库原理,absent
S0203,2024-02-07,数据库原理,present
S0203,2024-05-01,数据库原理,present
S0203,2024-07-17,数据库原理,present
S0203,2024-02-19,数据库原理,present
S0203,2024-01-19,自然语言处理,present
S0203,2024-08-18,自然语言处理,present
S0203,2024-10-06,自然语言处理,absent
S0203,2024-08-25,自然语言处理,present
S0203,2024-05-18,自然语言处理,present
S0203,2024-04-15,自然语言处理,absent
S0203,2024-02-12,自然语言处理,present
S0203,2024-10-18,自然语言处理,present
S0203,2024-03-14,自然语言处理,present
S0203,2024-02-24,强化学习,present
S0203,2024-06-22,强化学习,present
S0203,2024-02-06,强化学习,present
S0203,2024-05-17,强化学习,absent
S0203,2024-06-20,强化学习,present
S0203,2024-10-10,强化学习,present
S0203,2024-04-28,强化学习,absent
S0203,2024-11-08,强化学习,present
S0203,2024-09-26,强化学习,present
S0203,2024-10-19,强化学习,absent
S0203,2024-11-11,强化学习,present
S0203,2024-12-18,强化学习,absent
S0203,2024-08-18,计算机组成原理,present
S0203,2024-02-09,计算机组成原理,absent
S0203,2024-11-23,计算机组成原理,present
S0203,2024-12-23,计算机组成原理,present
S0203,2024-05-04,计算机组成原理,late
S0203,2024-10-26,计算机组成原理,present
S0203,2024-04-14,计算机组成原理,absent
S0203,2024-12-21,计算机组成原理,late
S0203,2024-04-14,计算机组成原理,present
S0204,2024-09-28,高等数学,present
S0204,2024-02-25,高等数学,present
S0204,2024-06-27,高等数学,present
S0204,2024-07-24,高等数学,present
S0204,2024-02-03,高等数学,absent
S0204,2024-04-03,高等数学,present
S0204,2024-01-28,高等数学,absent
S0204,2024-04-22,高等数学,present
S0204,2024-09-14,高等数学,absent
S0204,2024-08-22,高等数学,present
S0204,2024-08-07,程序设计基础,present
S0204,2024-11-04,程序设计基础,absent
S0204,2024-01-07,程序设计基础,absent
S0204,2024-11-18,程序设计基础,present
S0204,2024-12-22,程序设计基础,present
S0204,2024-01-15,程序设计基础,present
S0204,2024-03-13,程序设计基础,present
S0204,2024-04-18,程序设计基础,present
S0204,2024-09-17,程序设计基础,present
S0204,2024-05-10,程序设计基础,present
S0204,2024-12-14,离散数学,absent
S0204,2024-02-22,离散数学,present
S0204,2024-01-18,离散数学,present
S0204,2024-04-28,离散数学,present
S0204,2024-05-04,离散数学,present
S0204,2024-01-25,离散数学,present
S0204,2024-02-15,离散数学,present
S0204,2024-05-17,离散数学,present
S0204,2024-04-05,离散数学,present
S0204,2024-05-15,离散数学,present
S0204,2024-03-08,线性代数,present
S0204,2024-02-04,线性代数,present
S0204,2024-06-16,线性代数,present
S0204,2024-04-26,线性代数,absent
S0204,2024-03-08,线性代数,present
S0204,2024-07-01,线性代数,present
S0204,2024-03-18,线性代数,present
S0204,2024-01-21,线性代数,present
S0204,2024-06-19,密码学基础,present
S0204,2024-12-20,密码学基础,present
S0204,2024-08-18,密码学基础,absent
S0204,2024-12-26,密码学基础,absent
S0204,2024-11-17,密码学基础,present
S0204,2024-02-03,密码学基础,present
S0204,2024-11-06,密码学基础,absent
S0204,2024-10-26,密码学基础,present
S0204,2024-09-14,密码学基础,present
S0204,2024-12-19,密码学基础,absent
S0204,2024-11-05,密码学基础,absent
S0204,2024-09-14,数据库原理,absent
S0204,2024-05-24,数据库原理,present
S0204,2024-07-16,数据库原理,present
S0204,2024-01-10,数据库原理,present
S0204,2024-10-01,数据库原理,present
S0204,2024-11-24,数据库原理,absent
S0204,2024-11-06,数据库原理,present
S0204,2024-04-19,数据库原理,absent
S0204,2024-06-01,数据库原理,absent
S0204,2024-09-22,数据库原理,present
S0204,2024-03-18,数据库原理,present
S0204,2024-10-26,数据库原理,present
S0204,2024-04-20,自然语言处理,present
S0204,2024-02-11,自然语言处理,present
S0204,2024-03-04,自然语言处理,present
S0204,2024-02-16,自然语言处理,present
S0204,2024-04-07,自然语言处理,present
S0204,2024-01-12,自然语言处理,present
S0204,2024-06-18,自然语言处理,absent
S0204,2024-04-04,自然语言处理,present
S0204,2024-03-22,自然语言处理,present
S0204,2024-07-25,算法设计与分析,absent
S0204,2024-10-16,算法设计与分析,present
S0204,2024-02-17,算法设计与分析,late
S0204,2024-11-22,算法设计与分析,absent
S0204,2024-09-09,算法设计与分析,present
S0204,2024-11-24,算法设计与分析,present
S0204,2024-10-06,算法设计与分析,present
S0204,2024-10-17,算法设计与分析,present
S0204,2024-11-10,算法设计与分析,present
S0204,2024-02-21,算法设计与分析,present
S0204,2024-10-10,算法设计与分析,present
S0204,2024-09-15,算法设计与分析,late
S0205,2024-12-26,计算机网络,present
S0205,2024-11-17,计算机网络,absent
S0205,2024-06-25,计算机网络,present
S0205,2024-10-13,计算机网络,present
S0205,2024-08-25,计算机网络,late
S0205,2024-10-22,计算机网络,present
S0205,2024-05-03,计算机网络,present
S0205,2024-10-26,计算机网络,present
S0205,2024-01-13,计算机网络,present
S0205,2024-09-28,计算机网络,present
S0205,2024-11-21,区块链技术,absent
S0205,2024-04-24,区块链技术,present
S0205,2024-07-06,区块链技术,late
S0205,2024-07-05,区块链技术,present
S0205,2024-12-10,区块链技术,absent
S0205,2024-07-17,区块链技术,late
S0205,2024-02-14,区块链技术,absent
S0205,2024-11-25,区块链技术,present
S0205,2024-04-27,区块链技术,late
S0205,2024-11-16,区块链技术,present
S0205,2024-11-06,区块链技术,absent
S0205,2024-02-08,区块链技术,present
S0205,2024-02-10,自然语言处理,present
S0205,2024-09-03,自然语言处理,present
S0205,2024-10-02,自然语言处理,present
S0205,2024-06-22,自然语言处理,absent
S0205,2024-07-11,自然语言处理,present
S0205,2024-08-13,自然语言处理,present
S0205,2024-08-23,自然语言处理,present
S0205,2024-08-18,自然语言处理,present
S0205,2024-01-25,人工智能导论,present
S0205,2024-09-25,人工智能导论,present
S0205,2024-11-20,人工智能导论,present
S0205,2024-08-04,人工智能导论,present
S0205,2024-04-16,人工智能导论,present
S0205,2024-10-20,人工智能导论,present
S0205,2024-12-11,人工智能导论,present
S0205,2024-02-22,人工智能导论,absent
S0205,2024-09-09,人工智能导论,present
S0205,2024-01-26,人工智能导论,present
S0205,2024-10-04,人工智能导论,absent
S0205,2024-05-16,密码学基础,present
S0205,2024-02-10,密码学基础,present
S0205,2024-11-19,密码学基础,absent
S0205,2024-09-08,密码学基础,present
S0205,2024-07-09,密码学基础,present
S0205,2024-09-21,密码学基础,present
S0205,2024-12-09,密码学基础,absent
S0205,2024-12-24,密码学基础,present
S0205,2024-06-18,密码学基础,present
S0205,2024-11-12,密码学基础,absent
S0205,2024-03-22,量子计算导论,present
S0205,2024-06-14,量子计算导论,present
S0205,2024-02-17,量子计算导论,absent
S0205,2024-07-13,量子计算导论,present
S0205,2024-12-06,量子计算导论,present
S0205,2024-07-08,量子计算导论,absent
S0205,2024-07-24,量子计算导论,present
S0205,2024-12-27,量子计算导论,late
S0205,2024-03-03,量子计算导论,present
S0205,2024-05-25,量子计算导论,present
S0205,2024-09-16,量子计算导论,present
S0205,2024-10-24,量子计算导论,present
S0205,2024-01-26,深度学习,present
S0205,2024-12-14,深度学习,absent
S0205,2024-06-28,深度学习,absent
S0205,2024-09-07,深度学习,present
S0205,2024-12-19,深度学习,present
S0205,2024-03-27,深度学习,present
S0205,2024-11-07,深度学习,present
S0205,2024-01-12,深度学习,absent
S0205,2024-05-02,离散数学,late
S0205,2024-04-19,离散数学,absent
S0205,2024-02-11,离散数学,present
S0205,2024-11-20,离散数学,absent
S0205,2024-05-07,离散数学,present
S0205,2024-06-14,离散数学,absent
S0205,2024-10-20,离散数学,present
S0205,2024-12-08,离散数学,absent
S0205,2024-04-09,离散数学,present
S0205,2024-11-28,离散数学,present
S0205,2024-09-02,离散数学,late
S0205,2024-09-12,物联网技术,present
S0205,2024-06-03,物联网技术,present
S0205,2024-11-20,物联网技术,late
S0205,2024-09-12,物联网技术,present
S0205,2024-01-15,物联网技术,present
S0205,2024-06-03,物联网技术,absent
S0205,2024-04-18,物联网技术,absent
S0205,2024-01-10,物联网技术,present
S0205,2024-05-21,物联网技术,absent
S0205,2024-09-25,自动驾驶技术,present
S0205,2024-05-10,自动驾驶技术,present
S0205,2024-04-20,自动驾驶技术,absent
S0205,2024-01-27,自动驾驶技术,absent
S0205,2024-01-19,自动驾驶技术,present
S0205,2024-02-08,自动驾驶技术,present
S0205,2024-05-11,自动驾驶技术,present
S0205,2024-01-14,自动驾驶技术,present
S0205,2024-12-10,自动驾驶技术,absent
S0205,2024-08-08,自动驾驶技术,absent
S0205,2024-11-14,自动驾驶技术,absent
S0205,2024-04-06,线性代数,present
S0205,2024-03-24,线性代数,present
S0205,2024-12-07,线性代数,present
S0205,2024-01-13,线性代数,late
S0205,2024-05-15,线性代数,present
S0205,2024-02-08,线性代数,present
S0205,2024-05-05,线性代数,present
S0205,2024-07-11,线性代数,late
S0205,2024-10-26,嵌入式系统,present
S0205,2024-02-19,嵌入式系统,present
S0205,2024-02-01,嵌入式系统,absent
S0205,2024-04-28,嵌入式系统,present
S0205,2024-02-23,嵌入式系统,present
S0205,2024-07-13,嵌入式系统,present
S0205,2024-02-28,嵌入式系统,present
S0205,2024-01-12,嵌入式系统,present
S0205,2024-05-01,嵌入式系统,present
S0205,2024-11-05,嵌入式系统,late
S0205,2024-02-18,嵌入式系统,absent
S0206,2024-04-02,计算机网络,present
S0206,2024-05-09,计算机网络,present
S0206,2024-02-24,计算机网络,present
S0206,2024-05-06,计算机网络,present
S0206,2024-03-08,计算机网络,present
S0206,2024-11-23,计算机网络,absent
S0206,2024-07-15,计算机网络,present
S0206,2024-05-06,计算机网络,present
S0206,2024-06-20,计算机网络,absent
S0206,2024-01-22,计算机网络,absent
S0206,2024-10-25,计算机网络,late
S0206,2024-06-25,计算机视觉,present
S0206,2024-08-02,计算机视觉,present
S0206,2024-01-09,计算机视觉,present
S0206,2024-12-21,计算机视觉,present
S0206,2024-03-28,计算机视觉,absent
S0206,2024-01-16,计算机视觉,absent
S0206,2024-01-18,计算机视觉,present
S0206,2024-04-27,计算机视觉,absent
S0206,2024-08-28,线性代数,present
S0206,2024-07-19,线性代数,present
S0206,2024-08-05,线性代数,present
S0206,2024-06-04,线性代数,present
S0206,2024-03-03,线性代数,absent
S0206,2024-09-06,线性代数,absent
S0206,2024-12-06,线性代数,present
S0206,2024-04-06,线性代数,present
S0206,2024-10-04,线性代数,absent
S0206,2024-05-06,线性代数,present
S0206,2024-04-18,机器学习,absent
S0206,2024-02-07,机器学习,present
S0206,2024-03-24,机器学习,present
S0206,2024-11-27,机器学习,present
S0206,2024-09-18,机器学习,present
S0206,2024-07-14,机器学习,present
S0206,2024-07-04,机器学习,present
S0206,2024-09-05,机器学习,absent
S0206,2024-11-17,深度学习,absent
S0206,2024-09-06,深度学习,present
S0206,2024-04-26,深度学习,present
S0206,2024-04-21,深度学习,present
S0206,2024-10-05,深度学习,present
S0206,2024-03-22,深度学习,present
S0206,2024-05-18,深度学习,present
S0206,2024-08-28,深度学习,present
S0206,2024-02-13,深度学习,present
S0206,2024-05-24,深度学习,present
S0206,2024-03-04,密码学基础,present
S0206,2024-04-17,密码学基础,present
S0206,2024-10-06,密码学基础,absent
S0206,2024-03-14,密码学基础,present
S0206,2024-06-07,密码学基础,present
S0206,2024-10-08,密码学基础,present
S0206,2024-07-17,密码学基础,present
S0206,2024-03-23,密码学基础,present
S0206,2024-09-08,密码学基础,present
S0206,2024-04-24,密码学基础,present
S0206,2024-09-20,量子计算导论,absent
S0206,2024-01-02,量子计算导论,present
S0206,2024-11-09,量子计算导论,present
S0206,2024-10-27,量子计算导论,late
S0206,2024-03-12,量子计算导论,present
S0206,2024-04-26,量子计算导论,present
S0206,2024-06-17,量子计算导论,present
S0206,2024-11-09,量子计算导论,absent
S0206,2024-09-01,量子计算导论,present
S0206,2024-10-23,量子计算导论,late
S0206,2024-01-24,量子计算导论,present
S0206,2024-11-26,量子计算导论,present
S0206,2024-07-04,大学物理,present
S0206,2024-10-08,大学物理,absent
S0206,2024-05-07,大学物理,present
S0206,2024-11-11,大学物理,present
S0206,2024-01-14,大学物理,present
S0206,2024-04-04,大学物理,present
S0206,2024-04-08,大学物理,present
S0206,2024-10-26,大学物理,present
S0206,2024-01-21,大学物理,present
S0206,2024-02-18,大学物理,present
S0206,2024-11-09,大学物理,present
S0206,2024-05-23,操作系统,present
S0206,2024-09-13,操作系统,absent
S0206,2024-12-04,操作系统,present
S0206,2024-12-20,操作系统,late
S0206,2024-11-07,操作系统,absent
S0206,2024-06-08,操作系统,present
S0206,2024-10-18,操作系统,absent
S0206,2024-04-24,操作系统,present
S0206,2024-12-04,操作系统,present
S0206,2024-03-11,操作系统,present
S0206,2024-09-28,操作系统,absent
S0206,2024-02-02,操作系统,present
S0206,2024-12-28,数据结构,present
S0206,2024-04-21,数据结构,absent
S0206,2024-02-19,数据结构,absent
S0206,2024-09-02,数据结构,present
S0206,2024-03-18,数据结构,absent
S0206,2024-08-26,数据结构,present
S0206,2024-05-08,数据结构,absent
S0206,2024-03-23,数据结构,present
S0206,2024-09-13,数据结构,present
S0206,2024-02-18,数据结构,present
S0206,2024-01-19,数据结构,absent
S0206,2024-07-19,数据结构,absent
S0207,2024-07-12,高等数学,absent
S0207,2024-12-09,高等数学,present
S0207,2024-10-28,高等数学,present
S0207,2024-11-01,高等数学,present
S0207,2024-10-21,高等数学,present
S0207,2024-12-08,高等数学,present
S0207,2024-10-02,高等数学,present
S0207,2024-10-26,高等数学,present
S0207,2024-10-06,高等数学,present
S0207,2024-12-04,高等数学,present
S0207,2024-02-09,程序设计基础,present
S0207,2024-02-09,程序设计基础,present
S0207,2024-09-25,程序设计基础,present
S0207,2024-06-04,程序设计基础,late
S0207,2024-06-04,程序设计基础,present
S0207,2024-08-28,程序设计基础,present
S0207,2024-10-13,程序设计基础,present
S0207,2024-08-13,程序设计基础,late
S0207,2024-09-25,程序设计基础,present
