daily_study_hours,homework_completion_rate,class_participation,exam_scores,attendance_rate,online_activity,assignment_quality,study_consistency,learning_progress,peer_interaction,resource_usage,time_management,goal_setting,feedback_usage,self_assessment,collaboration_skills,problem_solving,creativity,critical_thinking,emotional_regulation,is_exam_week,is_weekend,is_holiday_period,student_id,week_number,timestamp
1.0,0.6957,0.5442,0.2612,0.495,0.413,0.2445,0.5738,0.5253,0.3829,0.6933,0.657,0.3055,0.3361,0.3033,0.5093,0.2492,0.5845,0.4947,0.5466,0,0,0,S0280,1,2024-W01
1.0,0.8637,0.5658,0.2498,0.5445,0.239,0.2818,0.6508,0.6026,0.4431,0.3938,0.6475,0.2669,0.3669,0.3557,0.4165,0.2794,0.5516,0.6199,0.478,0,1,0,S0280,2,2024-W02
1.0,0.7739,0.6439,0.2841,0.4993,0.3317,0.2693,0.7313,0.6267,0.5367,0.489,0.6733,0.2712,0.3459,0.3488,0.4468,0.2976,0.5722,0.5258,0.5709,0,1,0,S0280,3,2024-W03
1.0,0.8787,0.6514,0.3259,0.566,0.3147,0.3321,0.693,0.6831,0.5126,0.4857,0.5632,0.3421,0.4262,0.3982,0.5721,0.245,0.5003,0.5996,0.5511,1,1,0,S0280,4,2024-W04
1.0,0.7674,0.7605,0.296,0.611,0.3478,0.3309,0.7122,0.5647,0.4382,0.5705,0.5853,0.3224,0.4519,0.3411,0.5103,0.2807,0.6268,0.5882,0.5489,0,1,0,S0280,5,2024-W05
1.0,0.8533,0.6017,0.3348,0.575,0.342,0.3716,0.7773,0.6509,0.4494,0.5124,0.6642,0.2736,0.4041,0.4226,0.5203,0.3304,0.5668,0.7139,0.5582,0,1,1,S0280,6,2024-W06
1.0,1.0,0.542,0.3604,0.5133,0.2869,0.3573,0.8429,0.6876,0.3867,0.5979,0.6678,0.3539,0.3843,0.3933,0.4926,0.3282,0.6985,0.58,0.5388,0,1,1,S0280,7,2024-W07
1.0,1.0,0.8189,0.3521,0.6467,0.402,0.3484,0.7602,0.7075,0.4721,0.732,0.6679,0.3498,0.4306,0.418,0.5179,0.2664,0.5563,0.6268,0.6556,1,0,0,S0280,8,2024-W08
1.0,0.7116,0.5729,0.3868,0.2442,0.7425,0.4472,0.2515,0.2553,0.5612,0.4021,0.4303,0.6041,0.6436,0.2357,0.4713,0.3886,0.5518,0.4539,0.6211,0,0,0,S0281,1,2024-W01
1.0,0.7589,0.5771,0.3937,0.2382,0.5643,0.5605,0.2451,0.2756,0.6294,0.3416,0.4379,0.7085,0.5585,0.3147,0.5261,0.3871,0.6006,0.4635,0.7315,0,1,0,S0281,2,2024-W02
1.0,0.7846,0.7018,0.3678,0.2716,0.7487,0.5979,0.2755,0.3361,0.7123,0.4463,0.4435,0.6833,0.6143,0.2745,0.4363,0.3709,0.5519,0.5852,0.583,0,0,0,S0281,3,2024-W03
1.0,1.0,0.7114,0.3988,0.2853,0.6001,0.6397,0.2393,0.2602,0.6974,0.349,0.5062,0.7455,0.6187,0.2788,0.4344,0.4984,0.605,0.4593,0.594,1,1,0,S0281,4,2024-W04
1.0,0.7452,0.7126,0.4792,0.3432,0.6316,0.6129,0.2645,0.2798,0.5904,0.3541,0.5584,0.6105,0.6968,0.2705,0.5146,0.4731,0.6198,0.5629,0.7488,0,1,0,S0281,5,2024-W05
1.0,0.8736,0.5546,0.4462,0.2709,0.8522,0.7153,0.2852,0.3141,0.494,0.4973,0.4421,0.6956,0.5619,0.3479,0.4494,0.4994,0.556,0.5843,0.833,0,0,1,S0281,6,2024-W06
1.0,1.0,0.5415,0.4545,0.3422,1.0,0.6849,0.2777,0.3086,0.4803,0.447,0.5917,0.7932,0.6803,0.2996,0.4858,0.4981,0.7201,0.5392,0.8545,0,0,1,S0281,7,2024-W07
1.0,1.0,0.8801,0.4501,0.3244,1.0,0.62,0.2743,0.3557,0.8018,0.5693,0.5052,0.8056,0.766,0.3132,0.4845,0.4909,0.6701,0.6606,0.815,1,0,0,S0281,8,2024-W08
1.0,0.6819,0.7266,0.4558,0.5316,0.4406,0.3071,0.4403,0.4095,0.5835,0.4984,0.6374,0.3764,0.2769,0.5998,0.4803,0.6535,0.3802,0.3154,0.5287,0,0,0,S0282,1,2024-W01
1.0,0.7232,0.6473,0.458,0.5291,0.5495,0.3083,0.4487,0.4053,0.5986,0.5234,0.6961,0.4048,0.3017,0.5192,0.5124,0.6505,0.446,0.3127,0.4806,0,0,0,S0282,2,2024-W02
1.0,1.0,0.6738,0.4684,0.6545,0.5318,0.3621,0.5312,0.373,0.5192,0.4301,0.7479,0.3909,0.3664,0.643,0.4816,0.5224,0.4811,0.3009,0.5936,0,0,0,S0282,3,2024-W03
1.0,1.0,0.6747,0.5073,0.5764,0.3558,0.3911,0.5174,0.3745,0.5776,0.3506,0.7671,0.4317,0.2849,0.6728,0.5266,0.6854,0.4879,0.3469,0.5375,1,1,0,S0282,4,2024-W04
1.0,0.898,0.7707,0.5898,0.693,0.3338,0.4185,0.4615,0.4634,0.506,0.376,0.6275,0.4164,0.3574,0.7359,0.644,0.7233,0.4734,0.4085,0.6046,0,1,0,S0282,5,2024-W05
1.0,0.9288,0.573,0.5499,0.7127,0.4153,0.4528,0.4833,0.3933,0.461,0.3374,0.799,0.4183,0.3892,0.7662,0.6423,0.5707,0.4853,0.3999,0.6448,0,1,1,S0282,6,2024-W06
1.0,1.0,0.5652,0.6215,0.646,0.5692,0.3871,0.485,0.4896,0.5546,0.5768,0.6399,0.4761,0.3727,0.7308,0.5508,0.7439,0.4406,0.3445,0.6408,0,0,1,S0282,7,2024-W07
1.0,1.0,0.7778,0.5696,0.6528,0.5211,0.3724,0.6339,0.5149,0.5419,0.4862,0.6661,0.4891,0.3345,0.7044,0.6741,0.6662,0.5235,0.4041,0.6943,1,0,0,S0282,8,2024-W08
1.0,0.6994,0.48,0.4446,0.3098,0.7486,0.3488,0.7489,0.6949,0.5988,0.6672,0.4574,0.6446,0.6711,0.584,0.5189,0.5884,0.4128,0.5729,0.6126,0,0,0,S0283,1,2024-W01
1.0,0.6379,0.6308,0.4495,0.3203,0.957,0.3126,0.6197,0.6185,0.5503,0.6412,0.5147,0.5864,0.6467,0.6792,0.4827,0.6012,0.402,0.4597,0.6309,0,0,0,S0283,2,2024-W02
1.0,0.7763,0.5015,0.4542,0.299,0.8416,0.3724,0.7677,0.7404,0.5825,0.5678,0.5333,0.6931,0.6942,0.6753,0.6182,0.6369,0.4521,0.6033,0.5937,0,0,0,S0283,3,2024-W03
1.0,0.8452,0.5328,0.5064,0.3506,0.6339,0.4174,0.6109,0.7436,0.5325,0.4216,0.5186,0.7347,0.6347,0.7048,0.5717,0.6903,0.5294,0.5632,0.5687,1,1,0,S0283,4,2024-W04
1.0,0.7503,0.5549,0.5604,0.3242,0.657,0.3864,0.8192,0.8239,0.5664,0.5122,0.4943,0.6415,0.7051,0.6403,0.6773,0.6917,0.5192,0.6105,0.5403,0,1,0,S0283,5,2024-W05
1.0,0.8198,0.4643,0.5889,0.3567,0.9338,0.44,0.8488,0.6741,0.5356,0.6853,0.5799,0.5901,0.7517,0.7197,0.526,0.7179,0.4591,0.656,0.5732,0,0,1,S0283,6,2024-W06
1.0,0.845,0.4803,0.5749,0.3279,0.7378,0.4242,0.759,0.7993,0.5615,0.4894,0.5285,0.6156,0.8236,0.7975,0.5822,0.5661,0.5833,0.5967,0.6432,0,1,1,S0283,7,2024-W07
1.0,1.0,0.5995,0.5465,0.3557,1.0,0.3988,0.7736,0.7466,0.6119,0.805,0.6694,0.63,0.7077,0.6704,0.5962,0.7589,0.4891,0.6971,0.7412,1,0,0,S0283,8,2024-W08
1.0,0.6477,0.6836,0.5377,0.3775,0.3136,0.4524,0.6833,0.6974,0.4145,0.2365,0.4295,0.544,0.4003,0.5279,0.4722,0.7419,0.3614,0.5186,0.3021,0,1,0,S0284,1,2024-W01
1.0,0.7127,0.6889,0.5802,0.3265,0.2754,0.451,0.7529,0.6398,0.4395,0.2508,0.4355,0.4442,0.3767,0.4496,0.4123,0.7367,0.4114,0.4734,0.3073,0,1,0,S0284,2,2024-W02
1.0,0.6783,0.5444,0.5788,0.3873,0.4654,0.5038,0.6699,0.6362,0.4943,0.344,0.5205,0.5035,0.4115,0.5112,0.4248,0.6823,0.3928,0.4266,0.2731,0,0,0,S0284,3,2024-W03
1.0,0.9317,0.6271,0.6105,0.3945,0.3065,0.5771,0.799,0.6548,0.5024,0.2249,0.4986,0.5981,0.3972,0.5594,0.4619,0.7569,0.4701,0.5626,0.3108,1,1,0,S0284,4,2024-W04
1.0,0.8283,0.7639,0.6824,0.3559,0.2944,0.5605,0.7133,0.6277,0.4015,0.2635,0.4999,0.569,0.4894,0.6068,0.4505,0.6265,0.4212,0.5185,0.341,0,1,0,S0284,5,2024-W05
1.0,0.8304,0.5514,0.7142,0.4386,0.3229,0.6542,0.6286,0.6779,0.425,0.2316,0.6059,0.6201,0.4685,0.6457,0.485,0.6999,0.4678,0.541,0.2862,0,1,1,S0284,6,2024-W06
1.0,0.8428,0.523,0.7211,0.4207,0.3228,0.6625,0.6704,0.7425,0.3725,0.22,0.5391,0.5278,0.5544,0.6506,0.429,0.787,0.4543,0.5201,0.3615,0,1,1,S0284,7,2024-W07
1.0,0.985,0.7599,0.7466,0.4489,0.3657,0.6444,0.8335,0.817,0.4687,0.2951,0.6083,0.6395,0.4333,0.6336,0.4851,0.8816,0.4082,0.5558,0.3668,1,1,0,S0284,8,2024-W08
1.0,0.8045,0.4643,0.5527,0.2555,0.2135,0.3829,0.3108,0.6307,0.5755,0.4217,0.6111,0.3586,0.4583,0.6617,0.4606,0.3291,0.439,0.3761,0.3124,0,1,0,S0285,1,2024-W01
1.0,0.8057,0.5011,0.5094,0.3072,0.1998,0.4483,0.4219,0.7099,0.5609,0.3922,0.5949,0.3546,0.5557,0.5954,0.4885,0.2688,0.3995,0.4828,0.3616,0,1,0,S0285,2,2024-W02
1.0,0.9393,0.51,0.6354,0.2625,0.174,0.4542,0.3956,0.5528,0.4999,0.4645,0.6495,0.4141,0.6334,0.6668,0.4151,0.3714,0.4609,0.4026,0.3366,0,1,0,S0285,3,2024-W03
1.0,0.8958,0.5968,0.6595,0.3059,0.1898,0.4929,0.3931,0.6112,0.5872,0.4888,0.5044,0.3838,0.5593,0.7442,0.5768,0.323,0.4542,0.4946,0.3569,1,1,0,S0285,4,2024-W04
1.0,0.8429,0.5761,0.7166,0.3271,0.3274,0.5697,0.3824,0.7726,0.5866,0.602,0.5554,0.4766,0.577,0.6607,0.4897,0.3662,0.3763,0.4923,0.3599,0,0,0,S0285,5,2024-W05
1.0,0.8698,0.3938,0.697,0.3132,0.2876,0.5738,0.4127,0.7675,0.4406,0.6151,0.6487,0.4867,0.6644,0.6185,0.5686,0.3703,0.396,0.5533,0.3885,0,0,1,S0285,6,2024-W06
1.0,1.0,0.5142,0.6998,0.3469,0.2139,0.5749,0.4324,0.7927,0.4584,0.4707,0.5644,0.5098,0.6786,0.6209,0.5493,0.388,0.4517,0.4708,0.4572,0,1,1,S0285,7,2024-W07
1.0,1.0,0.5505,0.6621,0.3623,0.2214,0.5269,0.4723,0.8073,0.6163,0.5108,0.5618,0.4484,0.6042,0.6779,0.6263,0.3192,0.432,0.4543,0.4301,1,1,0,S0285,8,2024-W08
1.0,0.6982,0.513,0.282,0.6584,0.2735,0.4922,0.2604,0.3214,0.4404,0.3599,0.5811,0.35,0.3008,0.5061,0.496,0.3986,0.3073,0.4106,0.638,0,1,0,S0286,1,2024-W01
1.0,0.7263,0.6462,0.3247,0.5153,0.337,0.5553,0.2538,0.3665,0.4208,0.4703,0.4855,0.4479,0.3124,0.5862,0.4628,0.3589,0.3249,0.3623,0.5816,0,1,0,S0286,2,2024-W02
1.0,1.0,0.6413,0.3208,0.6427,0.3793,0.5722,0.2483,0.3656,0.4972,0.4448,0.5329,0.4519,0.2654,0.6108,0.536,0.4486,0.3031,0.4338,0.707,0,1,0,S0286,3,2024-W03
1.0,0.9268,0.6084,0.3528,0.6852,0.5316,0.5473,0.2494,0.3408,0.5171,0.6947,0.5897,0.4639,0.332,0.6186,0.4767,0.4757,0.3002,0.4496,0.5836,1,0,0,S0286,4,2024-W04
1.0,0.8972,0.5584,0.3686,0.6355,0.4022,0.6738,0.3132,0.3763,0.4621,0.4497,0.6678,0.4477,0.266,0.581,0.5355,0.4263,0.3389,0.4334,0.7038,0,1,0,S0286,5,2024-W05
1.0,0.7712,0.5523,0.3596,0.65,0.5142,0.6842,0.3332,0.3159,0.3824,0.5831,0.6513,0.3968,0.3493,0.6283,0.5781,0.5186,0.3973,0.4828,0.6305,0,0,1,S0286,6,2024-W06
1.0,1.0,0.5922,0.375,0.7137,0.5072,0.6897,0.3341,0.3998,0.4681,0.6431,0.5919,0.4095,0.3102,0.703,0.5587,0.4498,0.3441,0.4666,0.7396,0,0,1,S0286,7,2024-W07
1.0,1.0,0.7176,0.4069,0.6167,0.3552,0.6142,0.3015,0.3781,0.4851,0.459,0.7423,0.4296,0.3831,0.743,0.482,0.4707,0.3386,0.4599,0.6728,1,1,0,S0286,8,2024-W08
1.0,0.7054,0.7216,0.4769,0.6592,0.326,0.4401,0.4999,0.4195,0.3484,0.6606,0.6029,0.568,0.5929,0.4702,0.6159,0.3265,0.6046,0.6198,0.4402,0,0,0,S0287,1,2024-W01
1.0,0.6314,0.6852,0.6033,0.5679,0.2312,0.4811,0.5009,0.4293,0.4443,0.3593,0.6319,0.5175,0.7406,0.5661,0.6402,0.3296,0.6614,0.5954,0.4828,0,1,0,S0287,2,2024-W02
1.0,0.7243,0.7163,0.6154,0.5714,0.3409,0.4231,0.52,0.3869,0.4585,0.6532,0.5848,0.5137,0.5878,0.6393,0.5561,0.3046,0.7638,0.4905,0.487,0,0,0,S0287,3,2024-W03
1.0,0.8978,0.7627,0.6693,0.5865,0.3175,0.5046,0.4885,0.5083,0.4511,0.452,0.5241,0.5304,0.7678,0.5297,0.5346,0.3065,0.68,0.5711,0.5634,1,1,0,S0287,4,2024-W04
1.0,0.7976,0.6931,0.7157,0.6718,0.3818,0.4714,0.508,0.4073,0.4321,0.7181,0.6212,0.5998,0.6275,0.6874,0.6925,0.3494,0.7468,0.551,0.6159,0,0,0,S0287,5,2024-W05
1.0,0.7392,0.6784,0.7323,0.8065,0.331,0.5138,0.5811,0.4527,0.3463,0.4715,0.6814,0.6166,0.7797,0.5828,0.6917,0.3385,0.7051,0.5813,0.5989,0,1,1,S0287,6,2024-W06
1.0,0.7972,0.6073,0.7354,0.7809,0.4353,0.5728,0.6803,0.5556,0.3517,0.6355,0.5519,0.6927,0.7188,0.6719,0.5627,0.3498,0.8698,0.6008,0.6497,0,0,1,S0287,7,2024-W07
1.0,1.0,0.8372,0.7262,0.6729,0.4189,0.5843,0.6439,0.5825,0.4835,0.6585,0.6813,0.5505,0.8762,0.6174,0.5999,0.4247,0.8801,0.7215,0.5476,1,0,0,S0287,8,2024-W08
1.0,0.6801,0.6668,0.4972,0.4533,0.4122,0.6455,0.4657,0.266,0.3423,0.249,0.3291,0.335,0.472,0.2793,0.3444,0.5003,0.4335,0.3136,0.3309,0,1,0,S0288,1,2024-W01
1.0,0.69,0.5816,0.575,0.4256,0.7641,0.6742,0.5695,0.2891,0.3862,0.3009,0.315,0.3996,0.3874,0.2892,0.2718,0.6214,0.4262,0.3376,0.3973,0,0,0,S0288,2,2024-W02
1.0,0.8761,0.6601,0.5809,0.5224,0.5206,0.6443,0.472,0.3158,0.3529,0.2417,0.3582,0.3812,0.4362,0.3099,0.3132,0.5546,0.3942,0.359,0.4028,0,1,0,S0288,3,2024-W03
1.0,1.0,0.7405,0.6297,0.4173,0.6424,0.7259,0.5023,0.2516,0.3454,0.3806,0.3769,0.392,0.46,0.31,0.356,0.6337,0.4401,0.3842,0.4136,1,0,0,S0288,4,2024-W04
1.0,0.9358,0.7963,0.6184,0.4507,0.6294,0.7184,0.5557,0.2629,0.3706,0.3478,0.2978,0.4593,0.4966,0.3099,0.3822,0.605,0.5122,0.3276,0.4376,0,0,0,S0288,5,2024-W05
1.0,0.9478,0.6376,0.6555,0.4341,0.5012,0.8585,0.6516,0.3325,0.2728,0.2191,0.3204,0.4933,0.5233,0.3744,0.3319,0.7062,0.4304,0.3529,0.4829,0,1,1,S0288,6,2024-W06
1.0,0.9076,0.6338,0.6634,0.4941,0.5408,0.7635,0.5911,0.3394,0.3512,0.2411,0.342,0.4768,0.4615,0.318,0.3786,0.772,0.5036,0.4238,0.4096,0,1,1,S0288,7,2024-W07
1.0,1.0,0.8881,0.6738,0.4585,0.8102,0.7762,0.659,0.3448,0.3558,0.4365,0.4023,0.4452,0.553,0.4053,0.3228,0.6054,0.4921,0.4006,0.4442,1,0,0,S0288,8,2024-W08
1.0,0.67,0.5937,0.482,0.394,0.4255,0.4413,0.5723,0.3287,0.3865,0.3326,0.3036,0.4398,0.5785,0.5745,0.3823,0.3278,0.4139,0.4606,0.5686,0,1,0,S0289,1,2024-W01
1.0,0.7911,0.533,0.5477,0.387,0.4736,0.4342,0.6654,0.306,0.329,0.3911,0.315,0.4678,0.633,0.6365,0.4996,0.4412,0.4714,0.3932,0.5262,0,1,0,S0289,2,2024-W02
1.0,0.7971,0.6278,0.4997,0.3541,0.4908,0.5137,0.6852,0.3159,0.3702,0.4448,0.2773,0.4164,0.7202,0.6952,0.5181,0.3825,0.3914,0.4907,0.6577,0,1,0,S0289,3,2024-W03
1.0,0.8237,0.6295,0.5367,0.4094,0.4871,0.5484,0.6554,0.3168,0.3133,0.38,0.2917,0.4774,0.731,0.5546,0.4338,0.4639,0.4761,0.4262,0.5402,1,1,0,S0289,4,2024-W04
1.0,0.8875,0.6529,0.6537,0.449,0.4996,0.5384,0.699,0.297,0.34,0.369,0.293,0.451,0.7059,0.7488,0.4822,0.3907,0.5005,0.5486,0.6801,0,1,0,S0289,5,2024-W05
1.0,0.8572,0.4753,0.6899,0.4892,0.8217,0.5884,0.6223,0.3622,0.3111,0.7224,0.3286,0.5293,0.6098,0.6495,0.4401,0.4711,0.46,0.463,0.6968,0,0,1,S0289,6,2024-W06
1.0,0.9686,0.6038,0.6748,0.4793,0.5518,0.5283,0.5934,0.3716,0.2708,0.4075,0.3416,0.4985,0.7757,0.6456,0.5167,0.4024,0.4677,0.5166,0.5507,0,1,1,S0289,7,2024-W07
1.0,1.0,0.8335,0.5939,0.4903,0.7895,0.6018,0.6258,0.3001,0.4392,0.7603,0.3901,0.4822,0.7087,0.6843,0.5554,0.4908,0.4787,0.5468,0.6818,1,0,0,S0289,8,2024-W08
1.0,0.6908,0.5066,0.5347,0.6175,0.3349,0.466,0.502,0.597,0.5466,0.2435,0.5719,0.5179,0.6588,0.3766,0.3372,0.4562,0.2891,0.3148,0.3521,0,1,0,S0290,1,2024-W01
1.0,0.6846,0.579,0.6641,0.6209,0.455,0.5717,0.4856,0.5755,0.5626,0.3406,0.4799,0.486,0.6232,0.4284,0.3658,0.5928,0.3352,0.328,0.3228,0,0,0,S0290,2,2024-W02
1.0,0.6914,0.6144,0.6117,0.7701,0.3373,0.6326,0.4864,0.5397,0.4998,0.2466,0.5556,0.5557,0.5563,0.4413,0.3889,0.6169,0.3434,0.2675,0.3093,0,1,0,S0290,3,2024-W03
1.0,0.7842,0.5765,0.6424,0.7595,0.4366,0.5931,0.4961,0.5992,0.5928,0.3383,0.6098,0.6823,0.6754,0.5125,0.3782,0.4846,0.3604,0.3185,0.3547,1,0,0,S0290,4,2024-W04
1.0,0.659,0.5655,0.704,0.7429,0.5403,0.6142,0.5817,0.5587,0.5233,0.4054,0.5935,0.5339,0.7183,0.5402,0.4035,0.4925,0.3638,0.293,0.3742,0,0,0,S0290,5,2024-W05
1.0,0.7617,0.4609,0.7732,0.6754,0.2983,0.6957,0.551,0.6778,0.4274,0.2556,0.5913,0.6626,0.7724,0.4697,0.3774,0.5271,0.3931,0.3086,0.3335,0,1,1,S0290,6,2024-W06
1.0,0.7646,0.5543,0.7938,0.6618,0.3488,0.6527,0.6692,0.7609,0.4371,0.2724,0.5656,0.708,0.6231,0.5435,0.3751,0.5446,0.4048,0.3056,0.3617,0,1,1,S0290,7,2024-W07
1.0,0.9087,0.5534,0.7647,0.7239,0.4525,0.7227,0.6004,0.7783,0.7236,0.3888,0.705,0.6464,0.7268,0.4458,0.4277,0.5776,0.3276,0.3597,0.3571,1,0,0,S0290,8,2024-W08
1.0,0.67,0.4828,0.4807,0.3693,0.4986,0.2381,0.4412,0.3493,0.2571,0.3586,0.5018,0.6327,0.4183,0.4262,0.3197,0.3434,0.5119,0.4876,0.5499,0,1,0,S0291,1,2024-W01
1.0,0.6858,0.6703,0.617,0.4442,0.5435,0.2405,0.4483,0.3546,0.3274,0.385,0.4879,0.5402,0.4394,0.4291,0.2688,0.3506,0.5263,0.4482,0.4887,0,1,0,S0291,2,2024-W02
1.0,0.7603,0.5422,0.5991,0.479,0.5233,0.2847,0.5457,0.357,0.2869,0.4154,0.4427,0.616,0.358,0.449,0.3333,0.3346,0.6766,0.4819,0.4788,0,1,0,S0291,3,2024-W03
1.0,0.9032,0.5971,0.5921,0.4928,0.4908,0.2771,0.5659,0.299,0.2901,0.4305,0.4307,0.6948,0.4568,0.432,0.268,0.3544,0.5327,0.4695,0.5074,1,1,0,S0291,4,2024-W04
1.0,0.8457,0.5773,0.6502,0.4259,0.5299,0.2672,0.54,0.3238,0.2904,0.522,0.4546,0.6813,0.4569,0.4522,0.2964,0.3534,0.6212,0.4701,0.5732,0,1,0,S0291,5,2024-W05
1.0,0.8212,0.5382,0.6726,0.5433,0.8551,0.2963,0.5415,0.3443,0.2252,0.6141,0.4977,0.7313,0.4421,0.5304,0.3506,0.4351,0.5572,0.4676,0.5553,0,0,1,S0291,6,2024-W06
1.0,1.0,0.4902,0.6602,0.5462,0.8008,0.336,0.5775,0.3189,0.2401,0.6437,0.558,0.7887,0.4216,0.5293,0.3462,0.4021,0.6255,0.5605,0.582,0,0,1,S0291,7,2024-W07
1.0,0.9861,0.6244,0.7378,0.4672,0.6629,0.3157,0.6785,0.4212,0.3816,0.5365,0.4899,0.8262,0.4319,0.4244,0.3733,0.4988,0.7213,0.5861,0.6446,1,1,0,S0291,8,2024-W08
1.0,0.6375,0.4828,0.3397,0.5385,0.3236,0.2998,0.6044,0.7922,0.2684,0.3177,0.5478,0.3571,0.4557,0.5309,0.5807,0.4756,0.2732,0.4312,0.4757,0,0,0,S0292,1,2024-W01
1.0,0.6096,0.4856,0.3575,0.7093,0.2182,0.3053,0.5764,0.833,0.3604,0.2223,0.5787,0.3434,0.5902,0.4872,0.5897,0.5253,0.2275,0.4241,0.5527,0,1,0,S0292,2,2024-W02
1.0,0.6733,0.4858,0.3333,0.6471,0.3071,0.3092,0.7414,0.8215,0.3435,0.326,0.5797,0.3173,0.5938,0.6067,0.5585,0.5765,0.3114,0.3579,0.5034,0,0,0,S0292,3,2024-W03
1.0,0.9731,0.5483,0.3515,0.6001,0.2123,0.3935,0.6435,0.6878,0.3455,0.2838,0.7097,0.399,0.55,0.6316,0.6758,0.5418,0.3108,0.4067,0.5988,1,1,0,S0292,4,2024-W04
1.0,0.7776,0.5692,0.4111,0.7088,0.3465,0.3539,0.6048,0.8096,0.3085,0.4423,0.6484,0.3408,0.5285,0.5582,0.6476,0.6712,0.2642,0.4174,0.6629,0,0,0,S0292,5,2024-W05
1.0,0.8302,0.4449,0.4577,0.679,0.2318,0.3807,0.7876,0.8957,0.2861,0.2563,0.6994,0.4474,0.5822,0.6612,0.6463,0.7231,0.288,0.4695,0.7006,0,1,1,S0292,6,2024-W06
1.0,0.8488,0.4329,0.455,0.7775,0.3566,0.4307,0.721,0.8147,0.3211,0.3598,0.6011,0.464,0.6448,0.6535,0.6432,0.7338,0.2953,0.4513,0.6984,0,0,1,S0292,7,2024-W07
1.0,0.9558,0.6767,0.4446,0.6552,0.2295,0.3819,0.7618,0.8331,0.4229,0.3019,0.6155,0.4634,0.6598,0.641,0.7222,0.6146,0.3115,0.461,0.687,1,1,0,S0292,8,2024-W08
1.0,0.8352,0.5423,0.3059,0.2688,0.2958,0.3692,0.2888,0.664,0.6353,0.3266,0.3601,0.2405,0.222,0.5275,0.3157,0.6509,0.5632,0.5951,0.5155,0,1,0,S0293,1,2024-W01
1.0,0.7309,0.5814,0.2949,0.2723,0.4521,0.4029,0.2996,0.7561,0.5367,0.3902,0.3346,0.241,0.2564,0.5387,0.3125,0.6766,0.535,0.691,0.5663,0,0,0,S0293,2,2024-W02
1.0,0.8044,0.5222,0.3349,0.3076,0.3255,0.4263,0.2967,0.6852,0.5376,0.2844,0.3544,0.2815,0.2328,0.5403,0.264,0.624,0.6802,0.6188,0.5305,0,1,0,S0293,3,2024-W03
1.0,0.8684,0.6017,0.3567,0.2507,0.2654,0.4858,0.3504,0.8471,0.6824,0.3847,0.3317,0.2524,0.2441,0.515,0.3251,0.6552,0.5634,0.593,0.5796,1,1,0,S0293,4,2024-W04
1.0,0.7485,0.7099,0.3343,0.3062,0.4526,0.4957,0.3153,0.8052,0.6139,0.5031,0.3225,0.2719,0.2712,0.474,0.3262,0.6583,0.6064,0.7567,0.6683,0,0,0,S0293,5,2024-W05
1.0,0.8173,0.5177,0.3711,0.2909,0.3226,0.5719,0.3466,0.9251,0.5462,0.351,0.3935,0.2714,0.3213,0.4533,0.2921,0.5715,0.7291,0.6546,0.6118,0,1,1,S0293,6,2024-W06
1.0,0.9724,0.5183,0.3448,0.2735,0.2955,0.4735,0.2956,0.7365,0.5133,0.3875,0.3488,0.2948,0.271,0.4814,0.3275,0.6834,0.578,0.8277,0.6297,0,1,1,S0293,7,2024-W07
1.0,1.0,0.6193,0.3779,0.3294,0.4973,0.4747,0.3056,0.934,0.7784,0.4836,0.4413,0.3499,0.3069,0.621,0.2954,0.6716,0.5952,0.6555,0.635,1,0,0,S0293,8,2024-W08
1.0,0.7145,0.5194,0.3082,0.4074,0.3947,0.3544,0.2569,0.6118,0.5947,0.5263,0.3804,0.3653,0.4778,0.3674,0.4653,0.4993,0.5168,0.6157,0.592,0,0,0,S0294,1,2024-W01
1.0,0.6751,0.4962,0.3191,0.4001,0.3246,0.3327,0.2883,0.6004,0.5604,0.3477,0.4604,0.373,0.5235,0.3879,0.4598,0.5096,0.4457,0.6371,0.545,0,1,0,S0294,2,2024-W02
1.0,0.9411,0.5086,0.343,0.4293,0.2992,0.4078,0.3209,0.5255,0.6968,0.3494,0.3906,0.3657,0.5097,0.4548,0.4437,0.5376,0.5293,0.6331,0.5258,0,1,0,S0294,3,2024-W03
1.0,1.0,0.5628,0.3339,0.4291,0.355,0.4253,0.272,0.641,0.7376,0.3246,0.4571,0.3923,0.5198,0.4114,0.4787,0.4621,0.5454,0.6286,0.6231,1,1,0,S0294,4,2024-W04
1.0,0.7991,0.5895,0.3773,0.4464,0.5071,0.4065,0.3365,0.5513,0.6172,0.4876,0.4486,0.3729,0.5056,0.4702,0.4419,0.5605,0.5894,0.5997,0.5357,0,0,0,S0294,5,2024-W05
1.0,0.939,0.5962,0.3556,0.4794,0.3735,0.4993,0.2615,0.5977,0.5422,0.4165,0.4632,0.4757,0.5967,0.492,0.4773,0.4953,0.5616,0.6246,0.7243,0,1,1,S0294,6,2024-W06
1.0,1.0,0.5684,0.4237,0.4683,0.3408,0.4894,0.3236,0.6129,0.6115,0.3763,0.4987,0.3955,0.5224,0.4441,0.4401,0.4699,0.6261,0.6855,0.7287,0,1,1,S0294,7,2024-W07
1.0,1.0,0.7416,0.3857,0.5598,0.426,0.4206,0.321,0.6967,0.8635,0.4565,0.528,0.3879,0.508,0.5155,0.4324,0.5009,0.6506,0.7473,0.7047,1,1,0,S0294,8,2024-W08
