source,target,type,weight,features
124,1027,takes,0.53,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.53}"
124,1021,takes,0.82,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.82}"
124,1023,takes,0.78,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.78}"
124,1010,takes,0.56,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.56}"
124,1034,takes,0.75,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.75}"
124,1028,takes,0.6,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.6}"
124,1030,takes,0.77,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.77}"
124,1011,takes,0.73,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.73}"
124,1017,takes,0.78,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.78}"
124,1015,takes,0.7,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.7}"
124,1012,takes,0.65,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.65}"
125,1009,takes,0.87,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.87}"
125,1033,takes,0.75,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.75}"
125,1036,takes,0.67,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.67}"
125,1035,takes,0.79,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.79}"
125,1020,takes,0.84,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.84}"
125,1028,takes,0.72,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.72}"
125,1030,takes,0.6,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.6}"
125,1031,takes,0.64,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.64}"
125,1017,takes,0.65,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.65}"
126,1008,takes,0.8,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.8}"
126,1023,takes,0.57,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.57}"
126,1029,takes,0.63,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.63}"
126,1010,takes,0.59,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.59}"
126,1009,takes,0.71,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.71}"
126,1033,takes,0.53,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.53}"
126,1032,takes,0.95,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.95}"
126,1031,takes,0.59,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.59}"
126,1013,takes,0.42,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.42}"
126,1027,takes,0.65,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.65}"
126,1035,takes,0.45,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.45}"
126,1024,takes,0.84,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.84}"
126,1015,takes,0.64,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.64}"
126,1019,takes,0.62,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.62}"
127,1009,takes,0.85,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.85}"
127,1033,takes,0.7,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.7}"
127,1025,takes,0.84,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.84}"
127,1021,takes,0.9,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.9}"
127,1023,takes,0.61,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.61}"
127,1029,takes,0.61,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.61}"
127,1019,takes,0.69,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.69}"
127,1028,takes,0.49,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.49}"
127,1026,takes,0.71,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.71}"
127,1015,takes,0.61,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.61}"
127,1034,takes,0.67,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.67}"
127,1024,takes,0.55,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.55}"
128,1022,takes,0.72,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.72}"
128,1009,takes,0.92,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.92}"
128,1033,takes,0.73,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.73}"
128,1021,takes,0.93,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.93}"
128,1025,takes,0.85,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.85}"
128,1036,takes,0.76,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.76}"
128,1016,takes,0.64,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.64}"
128,1010,takes,0.59,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.59}"
128,1018,takes,0.77,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.77}"
128,1034,takes,0.81,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.81}"
128,1015,takes,0.67,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.67}"
128,1029,takes,0.75,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.75}"
128,1024,takes,0.6,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.6}"
129,1009,takes,0.9,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.9}"
129,1036,takes,0.74,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.74}"
129,1027,takes,0.65,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.65}"
129,1029,takes,0.76,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.76}"
129,1034,takes,0.71,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.71}"
129,1035,takes,0.66,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.66}"
129,1026,takes,0.73,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.73}"
129,1025,takes,0.55,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.55}"
129,1011,takes,0.66,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.66}"
130,1008,takes,0.45,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.45}"
130,1033,takes,0.79,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.79}"
130,1013,takes,0.62,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.62}"
130,1036,takes,0.79,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.79}"
130,1021,takes,0.94,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.94}"
130,1010,takes,0.65,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.65}"
130,1016,takes,0.77,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.77}"
130,1032,takes,0.93,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.93}"
130,1014,takes,0.76,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.76}"
131,1008,takes,0.54,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.54}"
131,1023,takes,0.6,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.6}"
131,1022,takes,0.73,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.73}"
131,1032,takes,0.88,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.88}"
131,1034,takes,0.74,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.74}"
131,1035,takes,0.81,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.81}"
131,1012,takes,0.81,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.81}"
131,1028,takes,0.54,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.54}"
131,1015,takes,0.59,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.59}"
131,1030,takes,0.64,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.64}"
131,1017,takes,0.84,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.84}"
131,1025,takes,0.7,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.7}"
131,1019,takes,0.69,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.69}"
132,1020,takes,0.73,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.73}"
132,1023,takes,0.65,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.65}"
132,1010,takes,0.55,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.55}"
132,1030,takes,0.83,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.83}"
132,1014,takes,0.4,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.4}"
132,1036,takes,0.89,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.89}"
132,1032,takes,0.9,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.9}"
132,1033,takes,0.71,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.71}"
132,1016,takes,0.74,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.74}"
132,1031,takes,0.74,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.74}"
132,1035,takes,0.82,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.82}"
132,1026,takes,0.67,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.67}"
132,1024,takes,0.8,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.8}"
132,1019,takes,0.71,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.71}"
133,1022,takes,0.43,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.43}"
133,1020,takes,0.78,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.78}"
133,1029,takes,0.56,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.56}"
133,1028,takes,0.62,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.62}"
133,1025,takes,0.78,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.78}"
133,1030,takes,0.71,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.71}"
133,1033,takes,0.74,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.74}"
133,1027,takes,0.79,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.79}"
133,1019,takes,0.75,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.75}"
133,1023,takes,0.77,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.77}"
134,1022,takes,0.7,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.7}"
134,1009,takes,0.76,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.76}"
134,1011,takes,0.65,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.65}"
134,1017,takes,0.82,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.82}"
134,1010,takes,0.67,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.67}"
134,1016,takes,0.74,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.74}"
134,1023,takes,0.62,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.62}"
134,1025,takes,0.85,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.85}"
135,1035,takes,0.69,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.69}"
135,1020,takes,0.76,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.76}"
135,1028,takes,0.59,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.59}"
135,1034,takes,0.64,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.64}"
135,1017,takes,0.8,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.8}"
135,1032,takes,0.74,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.74}"
135,1015,takes,0.72,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.72}"
135,1025,takes,0.86,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.86}"
135,1031,takes,0.65,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.65}"
135,1011,takes,0.8,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.8}"
135,1027,takes,0.73,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.73}"
135,1016,takes,0.69,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.69}"
135,1033,takes,0.72,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.72}"
135,1024,takes,0.85,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.85}"
136,1008,takes,0.66,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.66}"
136,1022,takes,0.59,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.59}"
136,1023,takes,0.65,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.65}"
136,1029,takes,0.45,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.45}"
136,1016,takes,0.47,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.47}"
136,1017,takes,0.82,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.82}"
136,1019,takes,0.56,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.56}"
136,1032,takes,0.71,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.71}"
136,1034,takes,0.83,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.83}"
136,1035,takes,0.84,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.84}"
136,1028,takes,0.64,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.64}"
136,1020,takes,0.83,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.83}"
136,1025,takes,0.72,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.72}"
136,1015,takes,0.64,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.64}"
136,1036,takes,0.67,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.67}"
137,1009,takes,0.9,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.9}"
137,1032,takes,0.71,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.71}"
137,1028,takes,0.61,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.61}"
137,1031,takes,0.61,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.61}"
137,1023,takes,0.75,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.75}"
137,1010,takes,0.8,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.8}"
137,1014,takes,0.84,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.84}"
137,1026,takes,0.75,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.75}"
137,1025,takes,0.47,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.47}"
137,1030,takes,0.76,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.76}"
137,1027,takes,0.61,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.61}"
137,1019,takes,0.68,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.68}"
138,1009,takes,0.74,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.74}"
138,1008,takes,0.66,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.66}"
138,1032,takes,0.85,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.85}"
138,1021,takes,0.75,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.75}"
138,1023,takes,0.65,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.65}"
138,1029,takes,0.61,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.61}"
138,1019,takes,0.7,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.7}"
138,1013,takes,0.84,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.84}"
138,1035,takes,0.66,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.66}"
138,1020,takes,0.69,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.69}"
138,1028,takes,0.65,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.65}"
138,1024,takes,0.66,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.66}"
138,1017,takes,0.81,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.81}"
138,1025,takes,0.71,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.71}"
138,1015,takes,0.59,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.59}"
139,1008,takes,0.61,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.61}"
139,1022,takes,0.72,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.72}"
139,1011,takes,0.64,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.64}"
139,1025,takes,0.76,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.76}"
139,1031,takes,0.61,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.61}"
139,1030,takes,0.65,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.65}"
139,1017,takes,0.72,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.72}"
139,1018,takes,0.83,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.83}"
139,1027,takes,0.56,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.56}"
139,1014,takes,0.78,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.78}"
139,1028,takes,0.67,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.67}"
139,1029,takes,0.6,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.6}"
139,1035,takes,0.77,"{'enrollment_status': 1, 'semester': '第六学期', 'year': 2023, 'interest_level': 0.77}"
139,1020,takes,0.62,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.62}"
139,1010,takes,0.57,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2024, 'interest_level': 0.57}"
140,1009,takes,0.91,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.91}"
140,1032,takes,0.73,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.73}"
140,1023,takes,0.54,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.54}"
140,1028,takes,0.68,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.68}"
140,1013,takes,0.63,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.63}"
140,1025,takes,0.81,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.81}"
140,1011,takes,0.69,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.69}"
140,1020,takes,0.68,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.68}"
140,1017,takes,0.8,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.8}"
141,1009,takes,0.86,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.86}"
141,1008,takes,0.75,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.75}"
141,1036,takes,0.7,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.7}"
141,1021,takes,0.86,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.86}"
141,1027,takes,0.77,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.77}"
141,1033,takes,0.88,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.88}"
141,1023,takes,0.56,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.56}"
141,1031,takes,0.74,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.74}"
141,1014,takes,0.75,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.75}"
141,1012,takes,0.69,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.69}"
141,1016,takes,0.75,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.75}"
142,1009,takes,0.72,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.72}"
142,1021,takes,0.76,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.76}"
142,1022,takes,0.77,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.77}"
142,1032,takes,0.91,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.91}"
142,1019,takes,0.57,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.57}"
142,1026,takes,0.71,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.71}"
142,1034,takes,0.75,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.75}"
142,1031,takes,0.39,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.39}"
142,1030,takes,0.75,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.75}"
142,1020,takes,0.61,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.61}"
142,1018,takes,0.61,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.61}"
143,1009,takes,0.77,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.77}"
143,1022,takes,0.38,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.38}"
143,1031,takes,0.61,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.61}"
143,1024,takes,0.67,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.67}"
143,1010,takes,0.69,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.69}"
143,1013,takes,0.65,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.65}"
143,1027,takes,0.65,"{'enrollment_status': 1, 'semester': '第三学期', 'year': 2023, 'interest_level': 0.65}"
143,1014,takes,0.84,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.84}"
143,1026,takes,0.62,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.62}"
143,1023,takes,0.58,"{'enrollment_status': 1, 'semester': '第四学期', 'year': 2023, 'interest_level': 0.58}"
143,1019,takes,0.64,"{'enrollment_status': 1, 'semester': '第五学期', 'year': 2023, 'interest_level': 0.64}"
144,1031,takes,0.67,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.67}"
144,1014,takes,0.59,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.59}"
144,1029,takes,0.76,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.76}"
144,1023,takes,0.47,"{'enrollment_status': 1, 'semester': '第一学期', 'year': 2023, 'interest_level': 0.47}"
144,1011,takes,0.76,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.76}"
144,1034,takes,0.62,"{'enrollment_status': 1, 'semester': '第二学期', 'year': 2023, 'interest_level': 0.62}"
