student_id_1,week_1,student_id_2,week_2,pair_type,similarity,time_distance,behavior_distance
S0322,1,S0322,5,positive,0.8924,4.0,
S0322,1,S0322,7,positive,0.7293,6.0,
S0323,1,S0323,2,positive,0.95,1.0,
S0323,2,S0323,3,positive,0.931,1.0,
S0323,2,S0323,4,positive,0.95,2.0,
S0323,2,S0323,6,positive,0.8967,4.0,
S0323,3,S0323,7,positive,0.8602,4.0,
S0323,3,S0323,8,positive,0.7688,5.0,
S0323,5,S0323,7,positive,0.8095,2.0,
S0323,6,S0323,7,positive,0.9188,1.0,
S0324,1,S0324,6,positive,0.7185,5.0,
S0324,2,S0324,6,positive,0.7256,4.0,
S0324,2,S0324,8,positive,0.7573,6.0,
S0324,3,S0324,8,positive,0.7533,5.0,
S0324,4,S0324,8,positive,0.8692,4.0,
S0324,5,S0324,8,positive,0.8668,3.0,
S0324,6,S0324,8,positive,0.95,2.0,
S0325,1,S0325,5,positive,0.881,4.0,
S0325,2,S0325,3,positive,0.8836,1.0,
S0325,2,S0325,6,positive,0.7591,4.0,
S0325,3,S0325,4,positive,0.9423,1.0,
S0325,3,S0325,5,positive,0.9078,2.0,
S0325,5,S0325,8,positive,0.791,3.0,
S0326,1,S0326,4,positive,0.8682,3.0,
S0326,2,S0326,4,positive,0.9442,2.0,
S0326,2,S0326,5,positive,0.7714,3.0,
S0326,2,S0326,6,positive,0.7741,4.0,
S0326,2,S0326,8,positive,0.7092,6.0,
S0326,3,S0326,6,positive,0.8809,3.0,
S0326,4,S0326,7,positive,0.7665,3.0,
S0326,4,S0326,8,positive,0.7974,4.0,
S0326,5,S0326,6,positive,0.95,1.0,
S0327,1,S0327,4,positive,0.948,3.0,
S0327,1,S0327,5,positive,0.7347,4.0,
S0327,2,S0327,4,positive,0.95,2.0,
S0327,4,S0327,7,positive,0.7565,3.0,
S0327,5,S0327,7,positive,0.833,2.0,
S0328,1,S0328,7,positive,0.744,6.0,
S0328,2,S0328,6,positive,0.7891,4.0,
S0328,3,S0328,5,positive,0.8314,2.0,
S0328,4,S0328,7,positive,0.8159,3.0,
S0328,4,S0328,8,positive,0.8316,4.0,
S0328,5,S0328,6,positive,0.933,1.0,
S0328,5,S0328,8,positive,0.929,3.0,
S0328,7,S0328,8,positive,0.8658,1.0,
S0329,1,S0329,8,positive,0.6483,7.0,
S0329,2,S0329,6,positive,0.7261,4.0,
S0329,2,S0329,7,positive,0.7629,5.0,
S0329,2,S0329,8,positive,0.6676,6.0,
S0329,3,S0329,6,positive,0.8782,3.0,
S0329,4,S0329,5,positive,0.9485,1.0,
S0329,4,S0329,7,positive,0.8402,3.0,
S0329,4,S0329,8,positive,0.7794,4.0,
S0329,5,S0329,8,positive,0.9123,3.0,
S0329,6,S0329,8,positive,0.9451,2.0,
S0329,7,S0329,8,positive,0.95,1.0,
S0330,3,S0330,5,positive,0.95,2.0,
S0330,4,S0330,7,positive,0.7894,3.0,
S0331,1,S0331,2,positive,0.8618,1.0,
S0331,1,S0331,8,positive,0.7566,7.0,
S0331,2,S0331,3,positive,0.95,1.0,
S0331,2,S0331,4,positive,0.9365,2.0,
S0331,2,S0331,6,positive,0.8936,4.0,
S0331,2,S0331,7,positive,0.7554,5.0,
S0331,3,S0331,7,positive,0.7325,4.0,
S0331,4,S0331,5,positive,0.95,1.0,
S0331,5,S0331,7,positive,0.8856,2.0,
S0331,5,S0331,8,positive,0.796,3.0,
S0331,6,S0331,7,positive,0.8929,1.0,
S0332,1,S0332,5,positive,0.792,4.0,
S0332,3,S0332,5,positive,0.8183,2.0,
S0332,3,S0332,6,positive,0.9498,3.0,
S0332,3,S0332,7,positive,0.7801,4.0,
S0332,4,S0332,8,positive,0.8939,4.0,
S0332,5,S0332,7,positive,0.95,2.0,
S0332,5,S0332,8,positive,0.8589,3.0,
S0332,6,S0332,8,positive,0.95,2.0,
S0332,7,S0332,8,positive,0.95,1.0,
S0333,1,S0333,3,positive,0.8279,2.0,
S0333,2,S0333,4,positive,0.9004,2.0,
S0333,2,S0333,5,positive,0.7799,3.0,
S0333,2,S0333,8,positive,0.6312,6.0,
S0333,3,S0333,8,positive,0.7882,5.0,
S0333,4,S0333,6,positive,0.95,2.0,
S0333,4,S0333,7,positive,0.8504,3.0,
S0333,5,S0333,8,positive,0.8939,3.0,
S0333,6,S0333,7,positive,0.8923,1.0,
S0333,6,S0333,8,positive,0.8994,2.0,
S0333,7,S0333,8,positive,0.8708,1.0,
S0334,1,S0334,4,positive,0.7749,3.0,
S0334,1,S0334,7,positive,0.7845,6.0,
S0334,2,S0334,3,positive,0.876,1.0,
S0334,2,S0334,6,positive,0.8491,4.0,
S0334,3,S0334,8,positive,0.7842,5.0,
S0334,4,S0334,5,positive,0.95,1.0,
S0334,4,S0334,8,positive,0.8825,4.0,
S0334,5,S0334,8,positive,0.9096,3.0,
S0335,1,S0335,3,positive,0.8388,2.0,
S0335,1,S0335,5,positive,0.886,4.0,
S0335,1,S0335,8,positive,0.7625,7.0,
S0335,2,S0335,5,positive,0.8382,3.0,
S0335,3,S0335,6,positive,0.8855,3.0,
S0335,4,S0335,5,positive,0.95,1.0,
S0335,4,S0335,8,positive,0.7647,4.0,
S0335,7,S0335,8,positive,0.9207,1.0,
S0336,1,S0336,5,positive,0.8328,4.0,
S0336,2,S0336,4,positive,0.92,2.0,
S0336,2,S0336,5,positive,0.8204,3.0,
S0336,2,S0336,6,positive,0.7837,4.0,
S0336,3,S0336,6,positive,0.8925,3.0,
S0336,3,S0336,7,positive,0.7568,4.0,
S0336,5,S0336,7,positive,0.95,2.0,
S0336,5,S0336,8,positive,0.8331,3.0,
S0336,6,S0336,7,positive,0.8998,1.0,
S0336,6,S0336,8,positive,0.8574,2.0,
S0337,1,S0337,2,positive,0.95,1.0,
S0337,1,S0337,3,positive,0.8568,2.0,
S0337,1,S0337,6,positive,0.6819,5.0,
S0337,1,S0337,7,positive,0.6803,6.0,
S0337,2,S0337,4,positive,0.95,2.0,
S0337,2,S0337,8,positive,0.6681,6.0,
S0337,3,S0337,4,positive,0.95,1.0,
S0337,3,S0337,5,positive,0.8862,2.0,
S0337,3,S0337,6,positive,0.8025,3.0,
S0338,1,S0338,2,positive,0.8653,1.0,
S0338,1,S0338,5,positive,0.7236,4.0,
S0338,1,S0338,7,positive,0.6626,6.0,
S0338,1,S0338,8,positive,0.6923,7.0,
S0338,2,S0338,4,positive,0.95,2.0,
S0338,2,S0338,8,positive,0.6902,6.0,
S0338,3,S0338,4,positive,0.95,1.0,
S0338,3,S0338,7,positive,0.874,4.0,
S0338,4,S0338,8,positive,0.7532,4.0,
S0338,5,S0338,6,positive,0.95,1.0,
S0338,5,S0338,7,positive,0.9357,2.0,
S0338,6,S0338,7,positive,0.95,1.0,
S0339,1,S0339,2,positive,0.95,1.0,
S0339,1,S0339,4,positive,0.798,3.0,
S0339,2,S0339,4,positive,0.9467,2.0,
S0339,2,S0339,5,positive,0.797,3.0,
S0339,2,S0339,8,positive,0.7219,6.0,
S0339,3,S0339,5,positive,0.8601,2.0,
S0339,3,S0339,6,positive,0.8212,3.0,
S0339,3,S0339,7,positive,0.7897,4.0,
S0339,5,S0339,8,positive,0.8412,3.0,
S0339,6,S0339,7,positive,0.95,1.0,
S0339,7,S0339,8,positive,0.95,1.0,
S0340,1,S0340,2,positive,0.8839,1.0,
S0340,1,S0340,3,positive,0.9359,2.0,
S0340,1,S0340,6,positive,0.7244,5.0,
S0340,2,S0340,4,positive,0.95,2.0,
S0340,2,S0340,6,positive,0.7001,4.0,
S0340,2,S0340,8,positive,0.646,6.0,
S0340,4,S0340,5,positive,0.95,1.0,
S0340,4,S0340,8,positive,0.7203,4.0,
S0340,5,S0340,8,positive,0.8093,3.0,
S0340,6,S0340,8,positive,0.8968,2.0,
S0341,1,S0341,2,positive,0.9115,1.0,
S0341,1,S0341,3,positive,0.8564,2.0,
S0341,1,S0341,4,positive,0.876,3.0,
S0341,1,S0341,8,positive,0.6417,7.0,
S0341,2,S0341,3,positive,0.95,1.0,
S0341,2,S0341,5,positive,0.7524,3.0,
S0341,2,S0341,8,positive,0.6439,6.0,
S0341,3,S0341,7,positive,0.8388,4.0,
S0341,3,S0341,8,positive,0.6612,5.0,
S0341,4,S0341,5,positive,0.9066,1.0,
S0341,5,S0341,6,positive,0.8657,1.0,
S0342,1,S0342,3,positive,0.9292,2.0,
S0342,1,S0342,4,positive,0.8973,3.0,
S0342,1,S0342,8,positive,0.6669,7.0,
S0342,2,S0342,3,positive,0.9307,1.0,
S0342,2,S0342,6,positive,0.7774,4.0,
S0342,2,S0342,8,positive,0.7026,6.0,
S0342,3,S0342,6,positive,0.7677,3.0,
S0343,1,S0343,4,positive,0.9404,3.0,
S0343,2,S0343,3,positive,0.95,1.0,
S0343,2,S0343,5,positive,0.7625,3.0,
S0343,2,S0343,7,positive,0.7091,5.0,
S0343,2,S0343,8,positive,0.6264,6.0,
S0343,3,S0343,8,positive,0.8369,5.0,
S0343,5,S0343,8,positive,0.851,3.0,
S0343,6,S0343,8,positive,0.9064,2.0,
S0344,1,S0344,3,positive,0.8338,2.0,
S0344,2,S0344,4,positive,0.95,2.0,
S0344,2,S0344,7,positive,0.7512,5.0,
S0344,2,S0344,8,positive,0.6288,6.0,
S0344,3,S0344,6,positive,0.8024,3.0,
S0344,3,S0344,7,positive,0.8838,4.0,
S0344,4,S0344,5,positive,0.95,1.0,
S0344,4,S0344,8,positive,0.8388,4.0,
S0344,5,S0344,6,positive,0.95,1.0,
S0344,5,S0344,7,positive,0.9022,2.0,
S0344,5,S0344,8,positive,0.7637,3.0,
S0344,6,S0344,7,positive,0.95,1.0,
S0344,6,S0344,8,positive,0.8836,2.0,
S0344,7,S0344,8,positive,0.95,1.0,
S0345,1,S0345,4,positive,0.7567,3.0,
S0345,1,S0345,7,positive,0.6465,6.0,
S0345,4,S0345,8,positive,0.7371,4.0,
S0346,2,S0346,5,positive,0.9134,3.0,
S0346,2,S0346,6,positive,0.8006,4.0,
S0346,3,S0346,4,positive,0.9266,1.0,
S0346,3,S0346,6,positive,0.8577,3.0,
S0346,4,S0346,5,positive,0.95,1.0,
S0347,1,S0347,4,positive,0.8844,3.0,
S0347,2,S0347,5,positive,0.8,3.0,
S0347,2,S0347,6,positive,0.7997,4.0,
S0347,3,S0347,5,positive,0.869,2.0,
S0347,3,S0347,6,positive,0.811,3.0,
S0347,4,S0347,8,positive,0.8981,4.0,
S0347,6,S0347,7,positive,0.95,1.0,
S0348,1,S0348,2,positive,0.8878,1.0,
S0348,1,S0348,5,positive,0.7187,4.0,
S0348,1,S0348,6,positive,0.6659,5.0,
S0348,1,S0348,7,positive,0.6588,6.0,
S0348,2,S0348,4,positive,0.8731,2.0,
S0348,2,S0348,6,positive,0.7039,4.0,
S0348,4,S0348,6,positive,0.8653,2.0,
S0348,4,S0348,7,positive,0.7982,3.0,
S0348,6,S0348,7,positive,0.95,1.0,
S0348,7,S0348,8,positive,0.95,1.0,
S0349,1,S0349,2,positive,0.9038,1.0,
S0349,2,S0349,6,positive,0.7237,4.0,
S0349,3,S0349,4,positive,0.95,1.0,
S0349,3,S0349,6,positive,0.9154,3.0,
S0349,3,S0349,7,positive,0.8089,4.0,
S0349,3,S0349,8,positive,0.7695,5.0,
S0349,4,S0349,5,positive,0.95,1.0,
S0349,4,S0349,6,positive,0.8524,2.0,
S0349,5,S0349,6,positive,0.95,1.0,
S0349,6,S0349,7,positive,0.95,1.0,
S0349,7,S0349,8,positive,0.9498,1.0,
S0350,1,S0350,2,positive,0.95,1.0,
S0350,1,S0350,3,positive,0.8295,2.0,
S0350,1,S0350,8,positive,0.7204,7.0,
S0350,2,S0350,4,positive,0.88,2.0,
S0350,2,S0350,5,positive,0.8351,3.0,
S0350,3,S0350,5,positive,0.8481,2.0,
S0350,3,S0350,6,positive,0.7663,3.0,
S0350,3,S0350,7,positive,0.8827,4.0,
S0350,4,S0350,6,positive,0.9156,2.0,
S0350,7,S0350,8,positive,0.95,1.0,
S0351,1,S0351,3,positive,0.95,2.0,
S0351,1,S0351,7,positive,0.7281,6.0,
S0351,3,S0351,6,positive,0.7648,3.0,
S0351,3,S0351,8,positive,0.781,5.0,
S0351,4,S0351,6,positive,0.95,2.0,
S0351,4,S0351,7,positive,0.7723,3.0,
S0351,4,S0351,8,positive,0.8489,4.0,
S0351,5,S0351,6,positive,0.9101,1.0,
S0351,5,S0351,8,positive,0.8691,3.0,
S0352,1,S0352,2,positive,0.8895,1.0,
S0352,1,S0352,4,positive,0.925,3.0,
S0352,1,S0352,5,positive,0.7542,4.0,
S0352,1,S0352,8,positive,0.6819,7.0,
S0352,2,S0352,4,positive,0.9298,2.0,
S0352,2,S0352,5,positive,0.7751,3.0,
S0352,2,S0352,7,positive,0.8272,5.0,
S0352,3,S0352,6,positive,0.7769,3.0,
S0352,4,S0352,7,positive,0.8666,3.0,
S0352,4,S0352,8,positive,0.8548,4.0,
S0352,5,S0352,7,positive,0.8811,2.0,
S0352,7,S0352,8,positive,0.9104,1.0,
S0353,1,S0353,3,positive,0.8313,2.0,
S0353,2,S0353,5,positive,0.9359,3.0,
S0353,2,S0353,7,positive,0.6614,5.0,
S0353,2,S0353,8,positive,0.6247,6.0,
S0353,4,S0353,6,positive,0.9278,2.0,
S0353,4,S0353,8,positive,0.8763,4.0,
S0353,5,S0353,7,positive,0.9018,2.0,
S0353,6,S0353,7,positive,0.95,1.0,
S0354,1,S0354,2,positive,0.9465,1.0,
S0354,1,S0354,5,positive,0.8234,4.0,
S0354,1,S0354,6,positive,0.7429,5.0,
S0354,1,S0354,7,positive,0.6181,6.0,
S0354,2,S0354,3,positive,0.9459,1.0,
S0354,2,S0354,4,positive,0.95,2.0,
S0354,2,S0354,5,positive,0.9258,3.0,
S0354,2,S0354,6,positive,0.8222,4.0,
S0354,2,S0354,7,positive,0.7156,5.0,
S0354,2,S0354,8,positive,0.7147,6.0,
S0354,3,S0354,4,positive,0.9488,1.0,
S0354,3,S0354,8,positive,0.7483,5.0,
S0354,5,S0354,6,positive,0.9347,1.0,
S0355,1,S0355,2,positive,0.95,1.0,
S0355,1,S0355,8,positive,0.7396,7.0,
S0355,2,S0355,5,positive,0.7947,3.0,
S0355,2,S0355,6,positive,0.7141,4.0,
S0355,2,S0355,8,positive,0.6297,6.0,
S0355,4,S0355,6,positive,0.8467,2.0,
S0356,1,S0356,7,positive,0.6945,6.0,
S0356,2,S0356,3,positive,0.95,1.0,
S0356,2,S0356,5,positive,0.8932,3.0,
S0356,2,S0356,8,positive,0.7787,6.0,
S0356,3,S0356,4,positive,0.9496,1.0,
S0356,3,S0356,7,positive,0.7316,4.0,
S0356,4,S0356,5,positive,0.95,1.0,
S0356,4,S0356,7,positive,0.8275,3.0,
S0356,4,S0356,8,positive,0.78,4.0,
S0356,5,S0356,8,positive,0.7833,3.0,
S0356,6,S0356,8,positive,0.8937,2.0,
S0356,7,S0356,8,positive,0.8838,1.0,
S0357,1,S0357,2,positive,0.9046,1.0,
S0357,2,S0357,3,positive,0.8887,1.0,
S0357,2,S0357,5,positive,0.8075,3.0,
S0357,2,S0357,6,positive,0.7473,4.0,
S0357,2,S0357,8,positive,0.7892,6.0,
S0357,3,S0357,4,positive,0.8736,1.0,
S0357,3,S0357,5,positive,0.8772,2.0,
S0357,3,S0357,6,positive,0.7973,3.0,
S0357,3,S0357,7,positive,0.7409,4.0,
S0357,3,S0357,8,positive,0.774,5.0,
S0357,4,S0357,6,positive,0.8743,2.0,
S0357,5,S0357,6,positive,0.95,1.0,
S0357,5,S0357,7,positive,0.8768,2.0,
S0357,5,S0357,8,positive,0.9308,3.0,
S0358,1,S0358,7,positive,0.7323,6.0,
S0358,1,S0358,8,positive,0.7081,7.0,
S0358,2,S0358,5,positive,0.8337,3.0,
S0358,2,S0358,8,positive,0.7718,6.0,
S0358,5,S0358,7,positive,0.9246,2.0,
S0359,1,S0359,8,positive,0.7541,7.0,
S0359,2,S0359,7,positive,0.681,5.0,
S0359,2,S0359,8,positive,0.6033,6.0,
S0359,3,S0359,8,positive,0.7864,5.0,
S0359,6,S0359,8,positive,0.8432,2.0,
S0360,2,S0360,3,positive,0.95,1.0,
S0360,2,S0360,8,positive,0.6076,6.0,
S0360,3,S0360,4,positive,0.95,1.0,
S0360,3,S0360,5,positive,0.9123,2.0,
S0360,3,S0360,6,positive,0.857,3.0,
S0360,3,S0360,7,positive,0.8481,4.0,
S0360,3,S0360,8,positive,0.6655,5.0,
S0360,4,S0360,5,positive,0.95,1.0,
S0360,4,S0360,6,positive,0.9119,2.0,
S0360,4,S0360,7,positive,0.8066,3.0,
S0360,4,S0360,8,positive,0.7045,4.0,
S0360,5,S0360,6,positive,0.95,1.0,
S0361,1,S0361,7,positive,0.7396,6.0,
S0361,3,S0361,6,positive,0.8308,3.0,
S0361,4,S0361,5,positive,0.95,1.0,
S0361,4,S0361,7,positive,0.864,3.0,
S0361,5,S0361,7,positive,0.95,2.0,
S0362,1,S0362,5,positive,0.7881,4.0,
S0362,1,S0362,6,positive,0.7316,5.0,
S0362,1,S0362,7,positive,0.7942,6.0,
S0362,2,S0362,5,positive,0.8801,3.0,
S0362,2,S0362,6,positive,0.7575,4.0,
S0362,3,S0362,4,positive,0.95,1.0,
S0362,3,S0362,6,positive,0.7961,3.0,
S0362,4,S0362,5,positive,0.95,1.0,
S0362,4,S0362,7,positive,0.8027,3.0,
S0362,6,S0362,7,positive,0.95,1.0,
S0362,6,S0362,8,positive,0.8652,2.0,
S0363,1,S0363,6,positive,0.7437,5.0,
S0363,1,S0363,7,positive,0.6297,6.0,
S0363,2,S0363,3,positive,0.95,1.0,
S0363,4,S0363,5,positive,0.95,1.0,
S0363,4,S0363,6,positive,0.95,2.0,
S0363,5,S0363,8,positive,0.8927,3.0,
S0363,6,S0363,7,positive,0.95,1.0,
S0364,1,S0364,4,positive,0.8767,3.0,
S0364,1,S0364,7,positive,0.6589,6.0,
S0364,2,S0364,5,positive,0.7736,3.0,
S0364,2,S0364,7,positive,0.7643,5.0,
S0364,2,S0364,8,positive,0.6934,6.0,
S0364,3,S0364,6,positive,0.7725,3.0,
S0364,4,S0364,6,positive,0.9195,2.0,
S0364,7,S0364,8,positive,0.95,1.0,
S0365,1,S0365,2,positive,0.9059,1.0,
S0365,1,S0365,4,positive,0.7678,3.0,
S0365,1,S0365,6,positive,0.7154,5.0,
S0365,1,S0365,8,positive,0.7501,7.0,
S0365,2,S0365,7,positive,0.663,5.0,
S0365,3,S0365,6,positive,0.8722,3.0,
S0365,3,S0365,7,positive,0.8524,4.0,
S0365,3,S0365,8,positive,0.8265,5.0,
S0365,4,S0365,5,positive,0.9157,1.0,
S0365,4,S0365,6,positive,0.8834,2.0,
S0365,4,S0365,7,positive,0.8456,3.0,
S0365,6,S0365,7,positive,0.9325,1.0,
S0365,7,S0365,8,positive,0.8758,1.0,
S0366,1,S0366,3,positive,0.9118,2.0,
S0366,1,S0366,4,positive,0.8168,3.0,
S0366,1,S0366,7,positive,0.6217,6.0,
S0366,1,S0366,8,positive,0.7771,7.0,
S0366,2,S0366,3,positive,0.95,1.0,
S0366,2,S0366,5,positive,0.9322,3.0,
S0366,2,S0366,7,positive,0.7134,5.0,
S0366,3,S0366,5,positive,0.8397,2.0,
S0366,3,S0366,8,positive,0.6722,5.0,
S0366,4,S0366,5,positive,0.95,1.0,
S0366,4,S0366,6,positive,0.8732,2.0,
S0366,5,S0366,7,positive,0.8327,2.0,
S0366,6,S0366,7,positive,0.9119,1.0,
S0367,2,S0367,3,positive,0.8931,1.0,
S0367,2,S0367,4,positive,0.862,2.0,
S0367,3,S0367,4,positive,0.95,1.0,
S0367,4,S0367,7,positive,0.7745,3.0,
S0367,5,S0367,7,positive,0.95,2.0,
S0368,1,S0368,6,positive,0.7344,5.0,
S0368,2,S0368,3,positive,0.9382,1.0,
S0368,2,S0368,5,positive,0.9157,3.0,
S0368,2,S0368,7,positive,0.8091,5.0,
S0368,3,S0368,5,positive,0.8779,2.0,
S0368,5,S0368,8,positive,0.8429,3.0,
S0368,6,S0368,7,positive,0.95,1.0,
S0369,1,S0369,3,positive,0.9412,2.0,
S0369,1,S0369,4,positive,0.7594,3.0,
S0369,2,S0369,4,positive,0.95,2.0,
S0369,3,S0369,4,positive,0.95,1.0,
S0369,3,S0369,5,positive,0.8237,2.0,
S0369,3,S0369,8,positive,0.706,5.0,
S0369,4,S0369,5,positive,0.8508,1.0,
S0369,5,S0369,7,positive,0.9193,2.0,
S0369,5,S0369,8,positive,0.8009,3.0,
S0370,1,S0370,3,positive,0.8083,2.0,
S0370,1,S0370,6,positive,0.816,5.0,
S0370,2,S0370,3,positive,0.95,1.0,
S0370,2,S0370,4,positive,0.95,2.0,
S0370,2,S0370,5,positive,0.9273,3.0,
S0370,3,S0370,8,positive,0.7425,5.0,
S0370,4,S0370,7,positive,0.8977,3.0,
S0371,1,S0371,3,positive,0.9418,2.0,
S0371,1,S0371,5,positive,0.8984,4.0,
S0371,1,S0371,6,positive,0.7055,5.0,
S0371,2,S0371,3,positive,0.92,1.0,
S0371,2,S0371,5,positive,0.8108,3.0,
S0371,3,S0371,6,positive,0.7535,3.0,
S0371,3,S0371,8,positive,0.6839,5.0,
S0371,4,S0371,5,positive,0.95,1.0,
S0371,4,S0371,7,positive,0.8321,3.0,
S0371,4,S0371,8,positive,0.8674,4.0,
S0371,5,S0371,6,positive,0.95,1.0,
S0371,6,S0371,7,positive,0.95,1.0,
S0372,1,S0372,6,positive,0.8255,5.0,
S0372,1,S0372,7,positive,0.6906,6.0,
S0372,1,S0372,8,positive,0.6078,7.0,
S0372,2,S0372,3,positive,0.95,1.0,
S0372,2,S0372,8,positive,0.7853,6.0,
S0372,3,S0372,4,positive,0.95,1.0,
S0372,3,S0372,5,positive,0.95,2.0,
S0372,3,S0372,8,positive,0.7852,5.0,
S0372,4,S0372,5,positive,0.9316,1.0,
S0372,5,S0372,8,positive,0.7577,3.0,
S0372,6,S0372,7,positive,0.95,1.0,
S0373,1,S0373,5,positive,0.7076,4.0,
S0373,1,S0373,8,positive,0.735,7.0,
S0373,2,S0373,3,positive,0.8541,1.0,
S0373,3,S0373,4,positive,0.8991,1.0,
S0373,3,S0373,6,positive,0.8323,3.0,
S0373,3,S0373,7,positive,0.8311,4.0,
S0373,5,S0373,7,positive,0.95,2.0,
S0373,7,S0373,8,positive,0.95,1.0,
S0374,1,S0374,3,positive,0.8679,2.0,
S0374,1,S0374,4,positive,0.9031,3.0,
S0374,1,S0374,5,positive,0.7884,4.0,
S0374,1,S0374,7,positive,0.7345,6.0,
S0374,1,S0374,8,positive,0.6904,7.0,
S0374,3,S0374,8,positive,0.673,5.0,
S0374,5,S0374,6,positive,0.95,1.0,
S0374,6,S0374,8,positive,0.876,2.0,
S0375,2,S0375,3,positive,0.95,1.0,
S0375,2,S0375,5,positive,0.9219,3.0,
S0375,3,S0375,4,positive,0.8861,1.0,
S0375,3,S0375,5,positive,0.8764,2.0,
S0375,3,S0375,6,positive,0.7939,3.0,
S0375,4,S0375,6,positive,0.95,2.0,
S0375,6,S0375,8,positive,0.8671,2.0,
S0375,7,S0375,8,positive,0.95,1.0,
S0376,1,S0376,2,positive,0.95,1.0,
S0376,1,S0376,6,positive,0.714,5.0,
S0376,2,S0376,5,positive,0.8854,3.0,
S0376,2,S0376,7,positive,0.7587,5.0,
S0376,2,S0376,8,positive,0.6916,6.0,
S0376,3,S0376,5,positive,0.95,2.0,
S0376,3,S0376,7,positive,0.7388,4.0,
S0376,4,S0376,5,positive,0.95,1.0,
S0376,4,S0376,7,positive,0.8067,3.0,
S0376,6,S0376,8,positive,0.95,2.0,
S0377,1,S0377,2,positive,0.95,1.0,
S0377,1,S0377,7,positive,0.7549,6.0,
S0377,2,S0377,6,positive,0.8478,4.0,
S0377,2,S0377,7,positive,0.7448,5.0,
S0377,2,S0377,8,positive,0.7129,6.0,
S0377,3,S0377,5,positive,0.8731,2.0,
S0377,3,S0377,6,positive,0.8111,3.0,
S0377,3,S0377,7,positive,0.7035,4.0,
S0377,4,S0377,6,positive,0.9325,2.0,
S0378,1,S0378,5,positive,0.8818,4.0,
S0378,1,S0378,7,positive,0.7311,6.0,
S0378,1,S0378,8,positive,0.6567,7.0,
S0378,2,S0378,3,positive,0.918,1.0,
S0378,2,S0378,6,positive,0.7149,4.0,
S0378,2,S0378,7,positive,0.7564,5.0,
S0378,4,S0378,6,positive,0.95,2.0,
S0379,1,S0379,5,positive,0.787,4.0,
S0379,2,S0379,3,positive,0.95,1.0,
S0379,2,S0379,5,positive,0.8203,3.0,
S0379,2,S0379,8,positive,0.7568,6.0,
S0379,3,S0379,7,positive,0.8976,4.0,
S0379,4,S0379,7,positive,0.7839,3.0,
S0379,4,S0379,8,positive,0.7466,4.0,
S0379,6,S0379,8,positive,0.8157,2.0,
S0380,1,S0380,2,positive,0.95,1.0,
S0380,1,S0380,7,positive,0.7593,6.0,
S0380,2,S0380,3,positive,0.9131,1.0,
S0380,2,S0380,5,positive,0.8744,3.0,
S0380,2,S0380,6,positive,0.7155,4.0,
S0380,2,S0380,8,positive,0.6746,6.0,
S0380,5,S0380,7,positive,0.95,2.0,
S0381,1,S0381,3,positive,0.8161,2.0,
S0381,1,S0381,5,positive,0.8329,4.0,
S0381,2,S0381,7,positive,0.718,5.0,
S0381,2,S0381,8,positive,0.7439,6.0,
S0381,5,S0381,6,positive,0.8706,1.0,
S0381,5,S0381,7,positive,0.9054,2.0,
S0382,1,S0382,2,positive,0.95,1.0,
S0382,1,S0382,3,positive,0.9305,2.0,
S0382,1,S0382,4,positive,0.8883,3.0,
S0382,2,S0382,5,positive,0.7675,3.0,
S0382,3,S0382,6,positive,0.8713,3.0,
S0382,3,S0382,8,positive,0.7677,5.0,
S0382,4,S0382,5,positive,0.95,1.0,
S0382,4,S0382,7,positive,0.7744,3.0,
S0382,5,S0382,7,positive,0.95,2.0,
S0382,6,S0382,8,positive,0.95,2.0,
S0383,1,S0383,3,positive,0.9328,2.0,
S0383,1,S0383,6,positive,0.6739,5.0,
S0383,2,S0383,4,positive,0.8582,2.0,
S0383,3,S0383,4,positive,0.95,1.0,
S0383,3,S0383,5,positive,0.8327,2.0,
S0383,4,S0383,7,positive,0.808,3.0,
S0383,6,S0383,7,positive,0.95,1.0,
S0384,1,S0384,3,positive,0.852,2.0,
S0384,3,S0384,6,positive,0.8534,3.0,
S0384,3,S0384,8,positive,0.8486,5.0,
S0384,4,S0384,7,positive,0.9023,3.0,
S0384,4,S0384,8,positive,0.7241,4.0,
S0384,6,S0384,7,positive,0.95,1.0,
S0384,7,S0384,8,positive,0.95,1.0,
S0385,1,S0385,7,positive,0.6525,6.0,
S0385,2,S0385,4,positive,0.8139,2.0,
S0385,6,S0385,7,positive,0.95,1.0,
S0385,7,S0385,8,positive,0.8905,1.0,
S0386,1,S0386,7,positive,0.7743,6.0,
S0386,2,S0386,6,positive,0.8632,4.0,
S0386,2,S0386,7,positive,0.7807,5.0,
S0386,5,S0386,7,positive,0.8232,2.0,
S0386,5,S0386,8,positive,0.8922,3.0,
S0386,7,S0386,8,positive,0.9146,1.0,
S0387,1,S0387,2,positive,0.8987,1.0,
S0387,2,S0387,3,positive,0.95,1.0,
S0387,2,S0387,6,positive,0.8517,4.0,
S0387,2,S0387,8,positive,0.6446,6.0,
S0387,3,S0387,5,positive,0.8863,2.0,
S0387,5,S0387,6,positive,0.95,1.0,
S0387,5,S0387,7,positive,0.8472,2.0,
S0387,7,S0387,8,positive,0.95,1.0,
S0388,1,S0388,2,positive,0.95,1.0,
S0388,1,S0388,8,positive,0.7677,7.0,
S0388,2,S0388,7,positive,0.6517,5.0,
S0388,2,S0388,8,positive,0.6305,6.0,
